"","datetime","date","do","month_yr"
"7067",2017-10-22 10:00:00,2017-10-22,7.7,"2017-10"
"7068",2017-10-22 11:00:00,2017-10-22,7.7,"2017-10"
"7069",2017-10-22 12:00:00,2017-10-22,7.8,"2017-10"
"7070",2017-10-22 13:00:00,2017-10-22,7.25,"2017-10"
"7071",2017-10-22 14:00:00,2017-10-22,7.5,"2017-10"
"7072",2017-10-22 15:00:00,2017-10-22,7.85,"2017-10"
"7073",2017-10-22 16:00:00,2017-10-22,8.1,"2017-10"
"7074",2017-10-22 17:00:00,2017-10-22,8.3,"2017-10"
"7075",2017-10-22 18:00:00,2017-10-22,8.05,"2017-10"
"7076",NA,NA,NA,NA
"7077",2017-10-22 20:00:00,2017-10-22,6.95,"2017-10"
"7078",2017-10-22 21:00:00,2017-10-22,7.2,"2017-10"
"7079",2017-10-22 22:00:00,2017-10-22,7.65,"2017-10"
"7080",2017-10-22 23:00:00,2017-10-22,7.95,"2017-10"
"7081",2017-10-23 00:00:00,2017-10-23,7.7,"2017-10"
"7082",2017-10-23 01:00:00,2017-10-23,7.5,"2017-10"
"7083",NA,NA,NA,NA
"7084",2017-10-23 03:00:00,2017-10-23,6.8,"2017-10"
"7085",2017-10-23 04:00:00,2017-10-23,7.1,"2017-10"
"7086",2017-10-23 05:00:00,2017-10-23,7.3,"2017-10"
"7087",2017-10-23 06:00:00,2017-10-23,7.5,"2017-10"
"7088",2017-10-23 07:00:00,2017-10-23,7.5,"2017-10"
"7089",2017-10-23 08:00:00,2017-10-23,7.4,"2017-10"
"7090",2017-10-23 09:00:00,2017-10-23,7.7,"2017-10"
"7091",2017-10-23 10:00:00,2017-10-23,7.8,"2017-10"
"7092",2017-10-23 11:00:00,2017-10-23,7.6,"2017-10"
"7093",2017-10-23 12:00:00,2017-10-23,7.45,"2017-10"
"7094",2017-10-23 13:00:00,2017-10-23,7.2,"2017-10"
"7095",2017-10-23 14:00:00,2017-10-23,7.2,"2017-10"
"7096",2017-10-23 15:00:00,2017-10-23,7.35,"2017-10"
"7097",2017-10-23 16:00:00,2017-10-23,7.65,"2017-10"
"7098",2017-10-23 17:00:00,2017-10-23,8.05,"2017-10"
"7099",2017-10-23 18:00:00,2017-10-23,8.15,"2017-10"
"7100",2017-10-23 19:00:00,2017-10-23,7.75,"2017-10"
"7101",NA,NA,NA,NA
"7102",2017-10-23 21:00:00,2017-10-23,6.6,"2017-10"
"7103",2017-10-23 22:00:00,2017-10-23,7.1,"2017-10"
"7104",2017-10-23 23:00:00,2017-10-23,7.7,"2017-10"
"7105",2017-10-24 00:00:00,2017-10-24,8,"2017-10"
"7106",2017-10-24 01:00:00,2017-10-24,7.35,"2017-10"
"7107",2017-10-24 02:00:00,2017-10-24,7.05,"2017-10"
"7108",2017-10-24 03:00:00,2017-10-24,6.65,"2017-10"
"7109",2017-10-24 04:00:00,2017-10-24,7.15,"2017-10"
"7110",2017-10-24 05:00:00,2017-10-24,7.15,"2017-10"
"7111",2017-10-24 06:00:00,2017-10-24,7.25,"2017-10"
"7112",2017-10-24 07:00:00,2017-10-24,7.4,"2017-10"
"7113",2017-10-24 08:00:00,2017-10-24,7.5,"2017-10"
"7114",2017-10-24 09:00:00,2017-10-24,7.4,"2017-10"
"7115",2017-10-24 10:00:00,2017-10-24,7.8,"2017-10"
"7116",2017-10-24 11:00:00,2017-10-24,7.65,"2017-10"
"7117",2017-10-24 12:00:00,2017-10-24,7.5,"2017-10"
"7118",2017-10-24 13:00:00,2017-10-24,7.1,"2017-10"
"7119",2017-10-24 14:00:00,2017-10-24,7,"2017-10"
"7120",2017-10-24 15:00:00,2017-10-24,6.9,"2017-10"
"7121",2017-10-24 16:00:00,2017-10-24,7,"2017-10"
"7122",2017-10-24 17:00:00,2017-10-24,7.55,"2017-10"
"7123",2017-10-24 18:00:00,2017-10-24,7.6,"2017-10"
"7124",2017-10-24 19:00:00,2017-10-24,7.45,"2017-10"
"7125",2017-10-24 20:00:00,2017-10-24,7.2,"2017-10"
"7126",2017-10-24 21:00:00,2017-10-24,6.8,"2017-10"
"7127",2017-10-24 22:00:00,2017-10-24,6.8,"2017-10"
"7128",2017-10-24 23:00:00,2017-10-24,7.1,"2017-10"
"7129",2017-10-25 00:00:00,2017-10-25,7.3,"2017-10"
"7130",2017-10-25 01:00:00,2017-10-25,7.5,"2017-10"
"7131",2017-10-25 02:00:00,2017-10-25,7.1,"2017-10"
"7132",2017-10-25 03:00:00,2017-10-25,6.8,"2017-10"
"7133",2017-10-25 04:00:00,2017-10-25,6.4,"2017-10"
"7134",2017-10-25 05:00:00,2017-10-25,6.9,"2017-10"
"7135",2017-10-25 06:00:00,2017-10-25,7.05,"2017-10"
"7136",2017-10-25 07:00:00,2017-10-25,7.2,"2017-10"
"7137",2017-10-25 08:00:00,2017-10-25,7.35,"2017-10"
"7138",2017-10-25 09:00:00,2017-10-25,7.5,"2017-10"
"7139",2017-10-25 10:00:00,2017-10-25,7.8,"2017-10"
"7140",2017-10-25 11:00:00,2017-10-25,8.05,"2017-10"
"7141",2017-10-25 12:00:00,2017-10-25,8.3,"2017-10"
"7142",2017-10-25 13:00:00,2017-10-25,8.4,"2017-10"
"7143",NA,NA,NA,NA
"7144",2017-10-25 15:00:00,2017-10-25,6.9,"2017-10"
"7145",2017-10-25 16:00:00,2017-10-25,7.05,"2017-10"
"7146",2017-10-25 17:00:00,2017-10-25,7.45,"2017-10"
"7147",2017-10-25 18:00:00,2017-10-25,8.7,"2017-10"
"7148",2017-10-25 19:00:00,2017-10-25,8.65,"2017-10"
"7149",2017-10-25 20:00:00,2017-10-25,8.45,"2017-10"
"7150",2017-10-25 21:00:00,2017-10-25,8.25,"2017-10"
"7151",2017-10-25 22:00:00,2017-10-25,7.6,"2017-10"
"7152",2017-10-25 23:00:00,2017-10-25,7.8,"2017-10"
"7153",2017-10-26 00:00:00,2017-10-26,7.9,"2017-10"
"7154",2017-10-26 01:00:00,2017-10-26,8,"2017-10"
"7155",2017-10-26 02:00:00,2017-10-26,7.95,"2017-10"
"7156",2017-10-26 03:00:00,2017-10-26,7.55,"2017-10"
"7157",2017-10-26 04:00:00,2017-10-26,7.2,"2017-10"
"7158",2017-10-26 05:00:00,2017-10-26,7.1,"2017-10"
"7159",2017-10-26 06:00:00,2017-10-26,7.1,"2017-10"
"7160",2017-10-26 07:00:00,2017-10-26,7.15,"2017-10"
"7161",2017-10-26 08:00:00,2017-10-26,7.4,"2017-10"
"7162",2017-10-26 09:00:00,2017-10-26,7.65,"2017-10"
"7163",2017-10-26 10:00:00,2017-10-26,7.9,"2017-10"
"7164",2017-10-26 11:00:00,2017-10-26,8.1,"2017-10"
"7165",2017-10-26 12:00:00,2017-10-26,8.65,"2017-10"
"7166",2017-10-26 13:00:00,2017-10-26,8.7,"2017-10"
"7167",2017-10-26 14:00:00,2017-10-26,8.65,"2017-10"
"7168",2017-10-26 15:00:00,2017-10-26,8.4,"2017-10"
"7169",NA,NA,NA,NA
"7170",2017-10-26 17:00:00,2017-10-26,6.9,"2017-10"
"7171",2017-10-26 18:00:00,2017-10-26,7.75,"2017-10"
"7172",2017-10-26 19:00:00,2017-10-26,9,"2017-10"
"7173",2017-10-26 20:00:00,2017-10-26,8.85,"2017-10"
"7174",2017-10-26 21:00:00,2017-10-26,8.65,"2017-10"
"7175",2017-10-26 22:00:00,2017-10-26,8.45,"2017-10"
"7176",2017-10-26 23:00:00,2017-10-26,8.1,"2017-10"
"7177",2017-10-27 00:00:00,2017-10-27,8.1,"2017-10"
"7178",2017-10-27 01:00:00,2017-10-27,8.2,"2017-10"
"7179",2017-10-27 02:00:00,2017-10-27,8.2,"2017-10"
"7180",2017-10-27 03:00:00,2017-10-27,8.1,"2017-10"
"7181",2017-10-27 04:00:00,2017-10-27,8,"2017-10"
"7182",NA,NA,NA,NA
"7183",2017-10-27 06:00:00,2017-10-27,7,"2017-10"
"7184",2017-10-27 07:00:00,2017-10-27,7.05,"2017-10"
"7185",2017-10-27 08:00:00,2017-10-27,7.2,"2017-10"
"7186",2017-10-27 09:00:00,2017-10-27,7.6,"2017-10"
"7187",2017-10-27 10:00:00,2017-10-27,8,"2017-10"
"7188",2017-10-27 11:00:00,2017-10-27,8.25,"2017-10"
"7189",2017-10-27 12:00:00,2017-10-27,8.2,"2017-10"
"7190",2017-10-27 13:00:00,2017-10-27,8.85,"2017-10"
"7191",2017-10-27 14:00:00,2017-10-27,8.85,"2017-10"
"7192",2017-10-27 15:00:00,2017-10-27,8.75,"2017-10"
"7193",2017-10-27 16:00:00,2017-10-27,8.6,"2017-10"
"7194",2017-10-27 17:00:00,2017-10-27,7.4,"2017-10"
"7195",2017-10-27 18:00:00,2017-10-27,7.2,"2017-10"
"7196",2017-10-27 19:00:00,2017-10-27,7.95,"2017-10"
"7197",2017-10-27 20:00:00,2017-10-27,8.7,"2017-10"
"7198",2017-10-27 21:00:00,2017-10-27,8.65,"2017-10"
"7199",2017-10-27 22:00:00,2017-10-27,8.4,"2017-10"
"7200",2017-10-27 23:00:00,2017-10-27,8.3,"2017-10"
"7201",2017-10-28 00:00:00,2017-10-28,7.9,"2017-10"
"7202",2017-10-28 01:00:00,2017-10-28,7.9,"2017-10"
"7203",2017-10-28 02:00:00,2017-10-28,8.1,"2017-10"
"7204",2017-10-28 03:00:00,2017-10-28,8.1,"2017-10"
"7205",2017-10-28 04:00:00,2017-10-28,8,"2017-10"
"7206",2017-10-28 05:00:00,2017-10-28,8,"2017-10"
"7207",NA,NA,NA,NA
"7208",2017-10-28 07:00:00,2017-10-28,7.25,"2017-10"
"7209",2017-10-28 08:00:00,2017-10-28,7,"2017-10"
"7210",2017-10-28 09:00:00,2017-10-28,7.1,"2017-10"
"7211",2017-10-28 10:00:00,2017-10-28,7.6,"2017-10"
"7212",2017-10-28 11:00:00,2017-10-28,8.4,"2017-10"
"7213",2017-10-28 12:00:00,2017-10-28,8.5,"2017-10"
"7214",2017-10-28 13:00:00,2017-10-28,8.7,"2017-10"
"7215",2017-10-28 14:00:00,2017-10-28,9,"2017-10"
"7216",2017-10-28 15:00:00,2017-10-28,8.9,"2017-10"
"7217",2017-10-28 16:00:00,2017-10-28,8.55,"2017-10"
"7218",2017-10-28 17:00:00,2017-10-28,8.4,"2017-10"
"7219",NA,NA,NA,NA
"7220",2017-10-28 19:00:00,2017-10-28,6.9,"2017-10"
"7221",2017-10-28 20:00:00,2017-10-28,8,"2017-10"
"7222",2017-10-28 21:00:00,2017-10-28,8.55,"2017-10"
"7223",2017-10-28 22:00:00,2017-10-28,8.4,"2017-10"
"7224",2017-10-28 23:00:00,2017-10-28,8.15,"2017-10"
"7225",2017-10-29 00:00:00,2017-10-29,7.9,"2017-10"
"7226",2017-10-29 01:00:00,2017-10-29,7.6,"2017-10"
"7227",2017-10-29 02:00:00,2017-10-29,7.55,"2017-10"
"7228",2017-10-29 03:00:00,2017-10-29,7.7,"2017-10"
"7229",2017-10-29 04:00:00,2017-10-29,7.9,"2017-10"
"7230",2017-10-29 05:00:00,2017-10-29,7.75,"2017-10"
"7231",2017-10-29 06:00:00,2017-10-29,7.6,"2017-10"
"7232",2017-10-29 07:00:00,2017-10-29,7.15,"2017-10"
"7233",2017-10-29 08:00:00,2017-10-29,6.9,"2017-10"
"7234",2017-10-29 09:00:00,2017-10-29,7.05,"2017-10"
"7235",2017-10-29 10:00:00,2017-10-29,7.05,"2017-10"
"7236",2017-10-29 11:00:00,2017-10-29,7.45,"2017-10"
"7237",2017-10-29 12:00:00,2017-10-29,7.8,"2017-10"
"7238",2017-10-29 13:00:00,2017-10-29,7.9,"2017-10"
"7239",2017-10-29 14:00:00,2017-10-29,8,"2017-10"
"7240",2017-10-29 15:00:00,2017-10-29,8.1,"2017-10"
"7241",2017-10-29 16:00:00,2017-10-29,8.1,"2017-10"
"7242",2017-10-29 17:00:00,2017-10-29,8,"2017-10"
"7243",2017-10-29 18:00:00,2017-10-29,7.8,"2017-10"
"7244",2017-10-29 19:00:00,2017-10-29,7,"2017-10"
"7245",2017-10-29 20:00:00,2017-10-29,7.1,"2017-10"
"7246",2017-10-29 21:00:00,2017-10-29,7.15,"2017-10"
"7247",2017-10-29 22:00:00,2017-10-29,7.3,"2017-10"
"7248",2017-10-29 23:00:00,2017-10-29,7.75,"2017-10"
"7249",2017-10-30 00:00:00,2017-10-30,7.55,"2017-10"
"7250",2017-10-30 01:00:00,2017-10-30,7.3,"2017-10"
"7251",2017-10-30 02:00:00,2017-10-30,7.1,"2017-10"
"7252",2017-10-30 03:00:00,2017-10-30,7.3,"2017-10"
"7253",2017-10-30 04:00:00,2017-10-30,7.4,"2017-10"
"7254",2017-10-30 05:00:00,2017-10-30,7.5,"2017-10"
"7255",2017-10-30 06:00:00,2017-10-30,7.35,"2017-10"
"7256",2017-10-30 07:00:00,2017-10-30,7.15,"2017-10"
"7257",2017-10-30 08:00:00,2017-10-30,7,"2017-10"
"7258",2017-10-30 09:00:00,2017-10-30,6.9,"2017-10"
"7259",2017-10-30 10:00:00,2017-10-30,7,"2017-10"
"7260",2017-10-30 11:00:00,2017-10-30,7.15,"2017-10"
"7261",2017-10-30 12:00:00,2017-10-30,7.35,"2017-10"
"7262",2017-10-30 13:00:00,2017-10-30,7.75,"2017-10"
"7263",2017-10-30 14:00:00,2017-10-30,7.85,"2017-10"
"7264",2017-10-30 15:00:00,2017-10-30,7.75,"2017-10"
"7265",2017-10-30 16:00:00,2017-10-30,7.8,"2017-10"
"7266",2017-10-30 17:00:00,2017-10-30,7.65,"2017-10"
"7267",2017-10-30 18:00:00,2017-10-30,7.45,"2017-10"
"7268",2017-10-30 19:00:00,2017-10-30,7.4,"2017-10"
"7269",2017-10-30 20:00:00,2017-10-30,7.1,"2017-10"
"7270",2017-10-30 21:00:00,2017-10-30,7.2,"2017-10"
"7271",2017-10-30 22:00:00,2017-10-30,7.3,"2017-10"
"7272",2017-10-30 23:00:00,2017-10-30,7.3,"2017-10"
"7273",2017-10-31 00:00:00,2017-10-31,7.4,"2017-10"
"7274",2017-10-31 01:00:00,2017-10-31,7.35,"2017-10"
"7275",2017-10-31 02:00:00,2017-10-31,7.3,"2017-10"
"7276",2017-10-31 03:00:00,2017-10-31,7.1,"2017-10"
"7277",2017-10-31 04:00:00,2017-10-31,7.5,"2017-10"
"7278",2017-10-31 05:00:00,2017-10-31,7.55,"2017-10"
"7279",2017-10-31 06:00:00,2017-10-31,7.55,"2017-10"
"7280",2017-10-31 07:00:00,2017-10-31,7.5,"2017-10"
"7281",2017-10-31 08:00:00,2017-10-31,7.1,"2017-10"
"7282",2017-10-31 09:00:00,2017-10-31,6.8,"2017-10"
"7283",2017-10-31 10:00:00,2017-10-31,6.9,"2017-10"
"7284",2017-10-31 11:00:00,2017-10-31,7.05,"2017-10"
"7285",2017-10-31 12:00:00,2017-10-31,7.2,"2017-10"
"7286",2017-10-31 13:00:00,2017-10-31,7.9,"2017-10"
"7287",2017-10-31 14:00:00,2017-10-31,8,"2017-10"
"7288",2017-10-31 15:00:00,2017-10-31,8.15,"2017-10"
"7289",2017-10-31 16:00:00,2017-10-31,8.15,"2017-10"
"7290",2017-10-31 17:00:00,2017-10-31,8.05,"2017-10"
"7291",2017-10-31 18:00:00,2017-10-31,7.8,"2017-10"
"7292",2017-10-31 19:00:00,2017-10-31,7.7,"2017-10"
"7293",2017-10-31 20:00:00,2017-10-31,7.5,"2017-10"
"7294",2017-10-31 21:00:00,2017-10-31,7.3,"2017-10"
"7295",2017-10-31 22:00:00,2017-10-31,7.1,"2017-10"
"7296",2017-10-31 23:00:00,2017-10-31,7.3,"2017-10"
"7297",2017-11-01 00:00:00,2017-11-01,7.45,"2017-11"
"7298",2017-11-01 01:00:00,2017-11-01,7.5,"2017-11"
"7299",2017-11-01 02:00:00,2017-11-01,7.5,"2017-11"
"7300",2017-11-01 03:00:00,2017-11-01,7.45,"2017-11"
"7301",2017-11-01 04:00:00,2017-11-01,7.5,"2017-11"
"7302",2017-11-01 05:00:00,2017-11-01,7.6,"2017-11"
"7303",2017-11-01 06:00:00,2017-11-01,7.5,"2017-11"
"7304",2017-11-01 07:00:00,2017-11-01,7.5,"2017-11"
"7305",NA,NA,NA,NA
"7306",NA,NA,NA,NA
"7307",2017-11-01 10:00:00,2017-11-01,6.65,"2017-11"
"7308",2017-11-01 11:00:00,2017-11-01,7,"2017-11"
"7309",2017-11-01 12:00:00,2017-11-01,7.1,"2017-11"
"7310",2017-11-01 13:00:00,2017-11-01,7.3,"2017-11"
"7311",2017-11-01 14:00:00,2017-11-01,7.7,"2017-11"
"7312",2017-11-01 15:00:00,2017-11-01,8.1,"2017-11"
"7313",2017-11-01 16:00:00,2017-11-01,8,"2017-11"
"7314",2017-11-01 17:00:00,2017-11-01,8.1,"2017-11"
"7315",2017-11-01 18:00:00,2017-11-01,7.95,"2017-11"
"7316",2017-11-01 19:00:00,2017-11-01,7.7,"2017-11"
"7317",2017-11-01 20:00:00,2017-11-01,7.55,"2017-11"
"7318",2017-11-01 21:00:00,2017-11-01,7.45,"2017-11"
"7319",2017-11-01 22:00:00,2017-11-01,7.1,"2017-11"
"7320",2017-11-01 23:00:00,2017-11-01,7.1,"2017-11"
"7321",2017-11-02 00:00:00,2017-11-02,7.2,"2017-11"
"7322",2017-11-02 01:00:00,2017-11-02,7.3,"2017-11"
"7323",2017-11-02 02:00:00,2017-11-02,7.4,"2017-11"
"7324",2017-11-02 03:00:00,2017-11-02,7.3,"2017-11"
"7325",2017-11-02 04:00:00,2017-11-02,7.2,"2017-11"
"7326",2017-11-02 05:00:00,2017-11-02,7.5,"2017-11"
"7327",2017-11-02 06:00:00,2017-11-02,7.65,"2017-11"
"7328",2017-11-02 07:00:00,2017-11-02,7.5,"2017-11"
"7329",2017-11-02 08:00:00,2017-11-02,7.4,"2017-11"
"7330",2017-11-02 09:00:00,2017-11-02,7.1,"2017-11"
"7331",2017-11-02 10:00:00,2017-11-02,7,"2017-11"
"7332",2017-11-02 11:00:00,2017-11-02,6.7,"2017-11"
"7333",2017-11-02 12:00:00,2017-11-02,7.05,"2017-11"
"7334",2017-11-02 13:00:00,2017-11-02,7.05,"2017-11"
"7335",2017-11-02 14:00:00,2017-11-02,7.65,"2017-11"
"7336",2017-11-02 15:00:00,2017-11-02,7.9,"2017-11"
"7337",2017-11-02 16:00:00,2017-11-02,7.9,"2017-11"
"7338",2017-11-02 17:00:00,2017-11-02,7.8,"2017-11"
"7339",2017-11-02 18:00:00,2017-11-02,7.9,"2017-11"
"7340",2017-11-02 19:00:00,2017-11-02,7.95,"2017-11"
"7341",2017-11-02 20:00:00,2017-11-02,7.7,"2017-11"
"7342",2017-11-02 21:00:00,2017-11-02,7.5,"2017-11"
"7343",2017-11-02 22:00:00,2017-11-02,7.2,"2017-11"
"7344",2017-11-02 23:00:00,2017-11-02,7.05,"2017-11"
"7345",2017-11-03 00:00:00,2017-11-03,7.05,"2017-11"
"7346",2017-11-03 01:00:00,2017-11-03,7.2,"2017-11"
"7347",2017-11-03 02:00:00,2017-11-03,7.35,"2017-11"
"7348",2017-11-03 03:00:00,2017-11-03,7.4,"2017-11"
"7349",2017-11-03 04:00:00,2017-11-03,7.4,"2017-11"
"7350",2017-11-03 05:00:00,2017-11-03,7.4,"2017-11"
"7351",NA,NA,NA,NA
"7352",2017-11-03 07:00:00,2017-11-03,7.55,"2017-11"
"7353",2017-11-03 08:00:00,2017-11-03,7.5,"2017-11"
"7354",2017-11-03 09:00:00,2017-11-03,7.3,"2017-11"
"7355",2017-11-03 10:00:00,2017-11-03,7.2,"2017-11"
"7356",2017-11-03 11:00:00,2017-11-03,7.05,"2017-11"
"7357",2017-11-03 12:00:00,2017-11-03,7.2,"2017-11"
"7358",2017-11-03 13:00:00,2017-11-03,7.2,"2017-11"
"7359",2017-11-03 14:00:00,2017-11-03,7.3,"2017-11"
"7360",2017-11-03 15:00:00,2017-11-03,7.45,"2017-11"
"7361",2017-11-03 16:00:00,2017-11-03,7.4,"2017-11"
"7362",2017-11-03 17:00:00,2017-11-03,7.4,"2017-11"
"7363",2017-11-03 18:00:00,2017-11-03,7.8,"2017-11"
"7364",2017-11-03 19:00:00,2017-11-03,7.65,"2017-11"
"7365",2017-11-03 20:00:00,2017-11-03,7.75,"2017-11"
"7366",2017-11-03 21:00:00,2017-11-03,7.7,"2017-11"
"7367",2017-11-03 22:00:00,2017-11-03,7.55,"2017-11"
"7368",2017-11-03 23:00:00,2017-11-03,7.4,"2017-11"
"7369",2017-11-04 00:00:00,2017-11-04,7.4,"2017-11"
"7370",2017-11-04 01:00:00,2017-11-04,7.15,"2017-11"
"7371",2017-11-04 02:00:00,2017-11-04,7.35,"2017-11"
"7372",2017-11-04 03:00:00,2017-11-04,7.4,"2017-11"
"7373",2017-11-04 04:00:00,2017-11-04,7.45,"2017-11"
"7374",2017-11-04 05:00:00,2017-11-04,7.4,"2017-11"
"7375",2017-11-04 06:00:00,2017-11-04,7.5,"2017-11"
"7376",2017-11-04 07:00:00,2017-11-04,7.7,"2017-11"
"7377",2017-11-04 08:00:00,2017-11-04,7.7,"2017-11"
"7378",2017-11-04 09:00:00,2017-11-04,7.6,"2017-11"
"7379",2017-11-04 10:00:00,2017-11-04,7.4,"2017-11"
"7380",2017-11-04 11:00:00,2017-11-04,7.3,"2017-11"
"7381",2017-11-04 12:00:00,2017-11-04,7,"2017-11"
"7382",2017-11-04 13:00:00,2017-11-04,7.3,"2017-11"
"7383",2017-11-04 14:00:00,2017-11-04,7.5,"2017-11"
"7384",2017-11-04 15:00:00,2017-11-04,7.65,"2017-11"
"7385",2017-11-04 16:00:00,2017-11-04,7.75,"2017-11"
"7386",2017-11-04 17:00:00,2017-11-04,7.95,"2017-11"
"7387",2017-11-04 18:00:00,2017-11-04,7.5,"2017-11"
"7388",2017-11-04 19:00:00,2017-11-04,8.1,"2017-11"
"7389",2017-11-04 20:00:00,2017-11-04,7.9,"2017-11"
"7390",2017-11-04 21:00:00,2017-11-04,8.1,"2017-11"
"7391",2017-11-04 22:00:00,2017-11-04,7.9,"2017-11"
"7392",2017-11-04 23:00:00,2017-11-04,7.75,"2017-11"
"7393",2017-11-05 00:00:00,2017-11-05,7.65,"2017-11"
"7394",2017-11-05 01:00:00,2017-11-05,7.3,"2017-11"
"7395",2017-11-05 02:00:00,2017-11-05,7.45,"2017-11"
"7396",2017-11-05 03:00:00,2017-11-05,7.55,"2017-11"
"7397",2017-11-05 04:00:00,2017-11-05,7.7,"2017-11"
"7398",2017-11-05 05:00:00,2017-11-05,7.8,"2017-11"
"7399",2017-11-05 06:00:00,2017-11-05,7.7,"2017-11"
"7400",2017-11-05 07:00:00,2017-11-05,7.75,"2017-11"
"7401",2017-11-05 08:00:00,2017-11-05,7.9,"2017-11"
"7402",2017-11-05 09:00:00,2017-11-05,7.85,"2017-11"
"7403",2017-11-05 10:00:00,2017-11-05,7.55,"2017-11"
"7404",2017-11-05 11:00:00,2017-11-05,7.4,"2017-11"
"7405",2017-11-05 12:00:00,2017-11-05,7.25,"2017-11"
"7406",2017-11-05 13:00:00,2017-11-05,7.3,"2017-11"
"7407",2017-11-05 14:00:00,2017-11-05,7.3,"2017-11"
"7408",2017-11-05 15:00:00,2017-11-05,7.5,"2017-11"
"7409",2017-11-05 16:00:00,2017-11-05,7.95,"2017-11"
"7410",2017-11-05 17:00:00,2017-11-05,8,"2017-11"
"7411",2017-11-05 18:00:00,2017-11-05,8.2,"2017-11"
"7412",NA,NA,NA,NA
"7413",NA,NA,NA,NA
"7414",2017-11-05 21:00:00,2017-11-05,8.05,"2017-11"
"7415",2017-11-05 22:00:00,2017-11-05,8.3,"2017-11"
"7416",2017-11-05 23:00:00,2017-11-05,7.95,"2017-11"
"7417",2017-11-06 00:00:00,2017-11-06,7.85,"2017-11"
"7418",2017-11-06 01:00:00,2017-11-06,7.7,"2017-11"
"7419",2017-11-06 02:00:00,2017-11-06,7.35,"2017-11"
"7420",2017-11-06 03:00:00,2017-11-06,7.45,"2017-11"
"7421",2017-11-06 04:00:00,2017-11-06,7.6,"2017-11"
"7422",2017-11-06 05:00:00,2017-11-06,7.65,"2017-11"
"7423",2017-11-06 06:00:00,2017-11-06,7.85,"2017-11"
"7424",2017-11-06 07:00:00,2017-11-06,7.8,"2017-11"
"7425",2017-11-06 08:00:00,2017-11-06,7.9,"2017-11"
"7426",2017-11-06 09:00:00,2017-11-06,7.9,"2017-11"
"7427",2017-11-06 10:00:00,2017-11-06,7.7,"2017-11"
"7428",2017-11-06 11:00:00,2017-11-06,7.5,"2017-11"
"7429",2017-11-06 12:00:00,2017-11-06,7.35,"2017-11"
"7430",2017-11-06 13:00:00,2017-11-06,7.25,"2017-11"
"7431",2017-11-06 14:00:00,2017-11-06,7.35,"2017-11"
"7432",2017-11-06 15:00:00,2017-11-06,7.4,"2017-11"
"7433",2017-11-06 16:00:00,2017-11-06,7.65,"2017-11"
"7434",2017-11-06 17:00:00,2017-11-06,7.75,"2017-11"
"7435",2017-11-06 18:00:00,2017-11-06,7.8,"2017-11"
"7436",2017-11-06 19:00:00,2017-11-06,8,"2017-11"
"7437",NA,NA,NA,NA
"7438",NA,NA,NA,NA
"7439",2017-11-06 22:00:00,2017-11-06,7.8,"2017-11"
"7440",2017-11-06 23:00:00,2017-11-06,8.1,"2017-11"
"7441",2017-11-07 00:00:00,2017-11-07,7.85,"2017-11"
"7442",2017-11-07 01:00:00,2017-11-07,7.6,"2017-11"
"7443",2017-11-07 02:00:00,2017-11-07,7.5,"2017-11"
"7444",2017-11-07 03:00:00,2017-11-07,7.2,"2017-11"
"7445",2017-11-07 04:00:00,2017-11-07,7.4,"2017-11"
"7446",2017-11-07 05:00:00,2017-11-07,7.5,"2017-11"
"7447",2017-11-07 06:00:00,2017-11-07,7.6,"2017-11"
"7448",2017-11-07 07:00:00,2017-11-07,7.7,"2017-11"
"7449",2017-11-07 08:00:00,2017-11-07,7.6,"2017-11"
"7450",2017-11-07 09:00:00,2017-11-07,7.8,"2017-11"
"7451",2017-11-07 10:00:00,2017-11-07,7.85,"2017-11"
"7452",2017-11-07 11:00:00,2017-11-07,7.7,"2017-11"
"7453",2017-11-07 12:00:00,2017-11-07,7.6,"2017-11"
"7454",2017-11-07 13:00:00,2017-11-07,7.3,"2017-11"
"7455",2017-11-07 14:00:00,2017-11-07,7.5,"2017-11"
"7456",2017-11-07 15:00:00,2017-11-07,7.5,"2017-11"
"7457",2017-11-07 16:00:00,2017-11-07,7.7,"2017-11"
"7458",2017-11-07 17:00:00,2017-11-07,7.9,"2017-11"
"7459",2017-11-07 18:00:00,2017-11-07,7.7,"2017-11"
"7460",2017-11-07 19:00:00,2017-11-07,7.7,"2017-11"
"7461",NA,NA,NA,NA
"7462",NA,NA,NA,NA
"7463",2017-11-07 22:00:00,2017-11-07,7.8,"2017-11"
"7464",2017-11-07 23:00:00,2017-11-07,7.6,"2017-11"
"7465",2017-11-08 00:00:00,2017-11-08,7.9,"2017-11"
"7466",2017-11-08 01:00:00,2017-11-08,7.9,"2017-11"
"7467",2017-11-08 02:00:00,2017-11-08,7.65,"2017-11"
"7468",2017-11-08 03:00:00,2017-11-08,7.5,"2017-11"
"7469",2017-11-08 04:00:00,2017-11-08,7.15,"2017-11"
"7470",2017-11-08 05:00:00,2017-11-08,7.4,"2017-11"
"7471",2017-11-08 06:00:00,2017-11-08,7.5,"2017-11"
"7472",2017-11-08 07:00:00,2017-11-08,7.5,"2017-11"
"7473",2017-11-08 08:00:00,2017-11-08,7.6,"2017-11"
"7474",2017-11-08 09:00:00,2017-11-08,7.6,"2017-11"
"7475",2017-11-08 10:00:00,2017-11-08,7.75,"2017-11"
"7476",2017-11-08 11:00:00,2017-11-08,7.75,"2017-11"
