"","datetime","date","salinity","F_Sal","month_yr"
"1",2017-01-01 00:00:00,2017-01-01,29.831,1,"2017-01"
"2",2017-01-01 01:00:00,2017-01-01,29.879,1,"2017-01"
"3",2017-01-01 02:00:00,2017-01-01,29.878,1,"2017-01"
"4",NA,NA,NA,NA,NA
"5",2017-01-01 04:00:00,2017-01-01,26.74,1,"2017-01"
"6",2017-01-01 05:00:00,2017-01-01,25.9805,1,"2017-01"
"7",2017-01-01 06:00:00,2017-01-01,25.9285,1,"2017-01"
"8",2017-01-01 07:00:00,2017-01-01,25.982,1,"2017-01"
"9",2017-01-01 08:00:00,2017-01-01,27.887,1,"2017-01"
"10",2017-01-01 09:00:00,2017-01-01,27.954,1,"2017-01"
"11",2017-01-01 10:00:00,2017-01-01,29.298,1,"2017-01"
"12",2017-01-01 11:00:00,2017-01-01,29.773,1,"2017-01"
"13",2017-01-01 12:00:00,2017-01-01,29.0105,1,"2017-01"
"14",2017-01-01 13:00:00,2017-01-01,28.944,1,"2017-01"
"15",2017-01-01 14:00:00,2017-01-01,28.0965,1,"2017-01"
"16",2017-01-01 15:00:00,2017-01-01,28.227,1,"2017-01"
"17",2017-01-01 16:00:00,2017-01-01,28.917,1,"2017-01"
"18",2017-01-01 17:00:00,2017-01-01,28.5525,1,"2017-01"
"19",2017-01-01 18:00:00,2017-01-01,28.324,1,"2017-01"
"20",NA,NA,NA,NA,NA
"21",NA,NA,NA,NA,NA
"22",NA,NA,NA,NA,NA
"23",NA,NA,NA,NA,NA
"24",NA,NA,NA,NA,NA
"25",2017-01-02 00:00:00,2017-01-02,29.7365,1,"2017-01"
"26",2017-01-02 01:00:00,2017-01-02,29.717,1,"2017-01"
"27",2017-01-02 02:00:00,2017-01-02,29.622,1,"2017-01"
"28",2017-01-02 03:00:00,2017-01-02,29.523,1,"2017-01"
"29",NA,NA,NA,NA,NA
"30",NA,NA,NA,NA,NA
"31",2017-01-02 06:00:00,2017-01-02,25.305,1,"2017-01"
"32",2017-01-02 07:00:00,2017-01-02,25.4895,1,"2017-01"
"33",2017-01-02 08:00:00,2017-01-02,25.4985,1,"2017-01"
"34",NA,NA,NA,NA,NA
"35",2017-01-02 10:00:00,2017-01-02,28.1155,1,"2017-01"
"36",2017-01-02 11:00:00,2017-01-02,29.147,1,"2017-01"
"37",2017-01-02 12:00:00,2017-01-02,29.242,1,"2017-01"
"38",2017-01-02 13:00:00,2017-01-02,29.502,1,"2017-01"
"39",2017-01-02 14:00:00,2017-01-02,29.524,1,"2017-01"
"40",2017-01-02 15:00:00,2017-01-02,29.232,1,"2017-01"
"41",2017-01-02 16:00:00,2017-01-02,28.668,1,"2017-01"
"42",2017-01-02 17:00:00,2017-01-02,28.887,1,"2017-01"
"43",2017-01-02 18:00:00,2017-01-02,28.6625,1,"2017-01"
"44",2017-01-02 19:00:00,2017-01-02,28.452,1,"2017-01"
"45",2017-01-02 20:00:00,2017-01-02,28.273,1,"2017-01"
"46",2017-01-02 21:00:00,2017-01-02,29.108,1,"2017-01"
"47",2017-01-02 22:00:00,2017-01-02,30.353,1,"2017-01"
"48",2017-01-02 23:00:00,2017-01-02,30.469,1,"2017-01"
"49",2017-01-03 00:00:00,2017-01-03,30.1375,1,"2017-01"
"50",2017-01-03 01:00:00,2017-01-03,30.068,1,"2017-01"
"51",2017-01-03 02:00:00,2017-01-03,30.158,1,"2017-01"
"52",2017-01-03 03:00:00,2017-01-03,30.0285,1,"2017-01"
"53",2017-01-03 04:00:00,2017-01-03,29.803,1,"2017-01"
"54",NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA
"56",2017-01-03 07:00:00,2017-01-03,25.5925,1,"2017-01"
"57",2017-01-03 08:00:00,2017-01-03,26.596,1,"2017-01"
"58",2017-01-03 09:00:00,2017-01-03,26.795,1,"2017-01"
"59",2017-01-03 10:00:00,2017-01-03,28.245,1,"2017-01"
"60",2017-01-03 11:00:00,2017-01-03,28.725,1,"2017-01"
"61",2017-01-03 12:00:00,2017-01-03,29.2875,1,"2017-01"
"62",2017-01-03 13:00:00,2017-01-03,29.559,1,"2017-01"
"63",2017-01-03 14:00:00,2017-01-03,29.7975,1,"2017-01"
"64",2017-01-03 15:00:00,2017-01-03,29.973,1,"2017-01"
"65",2017-01-03 16:00:00,2017-01-03,29.4525,1,"2017-01"
"66",2017-01-03 17:00:00,2017-01-03,29.401,1,"2017-01"
"67",2017-01-03 18:00:00,2017-01-03,28.541,1,"2017-01"
"68",2017-01-03 19:00:00,2017-01-03,28.5185,1,"2017-01"
"69",2017-01-03 20:00:00,2017-01-03,28.486,1,"2017-01"
"70",2017-01-03 21:00:00,2017-01-03,28.677,1,"2017-01"
"71",NA,NA,NA,NA,NA
"72",2017-01-03 23:00:00,2017-01-03,30.327,1,"2017-01"
"73",2017-01-04 00:00:00,2017-01-04,30.542,1,"2017-01"
"74",2017-01-04 01:00:00,2017-01-04,30.6855,1,"2017-01"
"75",2017-01-04 02:00:00,2017-01-04,30.381,1,"2017-01"
"76",2017-01-04 03:00:00,2017-01-04,30.416,1,"2017-01"
"77",2017-01-04 04:00:00,2017-01-04,30.4445,1,"2017-01"
"78",2017-01-04 05:00:00,2017-01-04,30.3785,1,"2017-01"
"79",NA,NA,NA,NA,NA
"80",2017-01-04 07:00:00,2017-01-04,27.462,1,"2017-01"
"81",2017-01-04 08:00:00,2017-01-04,27.4515,1,"2017-01"
"82",2017-01-04 09:00:00,2017-01-04,28.3485,1,"2017-01"
"83",2017-01-04 10:00:00,2017-01-04,29.232,1,"2017-01"
"84",2017-01-04 11:00:00,2017-01-04,29.942,1,"2017-01"
"85",2017-01-04 12:00:00,2017-01-04,30.595,1,"2017-01"
"86",2017-01-04 13:00:00,2017-01-04,31.267,1,"2017-01"
"87",2017-01-04 14:00:00,2017-01-04,31.5785,1,"2017-01"
"88",2017-01-04 15:00:00,2017-01-04,30.921,2,"2017-01"
"89",2017-01-04 16:00:00,2017-01-04,28.2475,1,"2017-01"
"90",2017-01-04 17:00:00,2017-01-04,29.799,1,"2017-01"
"91",2017-01-04 18:00:00,2017-01-04,29.59,1,"2017-01"
"92",2017-01-04 19:00:00,2017-01-04,28.785,1,"2017-01"
"93",2017-01-04 20:00:00,2017-01-04,28.496,1,"2017-01"
"94",2017-01-04 21:00:00,2017-01-04,27.1865,1,"2017-01"
"95",2017-01-04 22:00:00,2017-01-04,27.636,1,"2017-01"
"96",2017-01-04 23:00:00,2017-01-04,28.1545,1,"2017-01"
"97",NA,NA,NA,NA,NA
"98",2017-01-05 01:00:00,2017-01-05,28.11,1,"2017-01"
"99",2017-01-05 02:00:00,2017-01-05,27.517,1,"2017-01"
"100",2017-01-05 03:00:00,2017-01-05,25.8355,1,"2017-01"
"101",2017-01-05 04:00:00,2017-01-05,25.5605,1,"2017-01"
"102",2017-01-05 05:00:00,2017-01-05,24.403,1,"2017-01"
"103",2017-01-05 06:00:00,2017-01-05,24.1495,1,"2017-01"
"104",2017-01-05 07:00:00,2017-01-05,23.712,1,"2017-01"
"105",2017-01-05 08:00:00,2017-01-05,23.2905,1,"2017-01"
"106",2017-01-05 09:00:00,2017-01-05,24.3125,1,"2017-01"
"107",2017-01-05 10:00:00,2017-01-05,25.192,1,"2017-01"
"108",2017-01-05 11:00:00,2017-01-05,29.61,1,"2017-01"
"109",2017-01-05 12:00:00,2017-01-05,30.1015,1,"2017-01"
"110",2017-01-05 13:00:00,2017-01-05,30.2435,1,"2017-01"
"111",2017-01-05 14:00:00,2017-01-05,30.2995,1,"2017-01"
"112",2017-01-05 15:00:00,2017-01-05,30.4145,1,"2017-01"
"113",2017-01-05 16:00:00,2017-01-05,29.918,1,"2017-01"
"114",2017-01-05 17:00:00,2017-01-05,29.96,1,"2017-01"
"115",2017-01-05 18:00:00,2017-01-05,29.628,1,"2017-01"
"116",2017-01-05 19:00:00,2017-01-05,28.8485,1,"2017-01"
"117",2017-01-05 20:00:00,2017-01-05,27.061,1,"2017-01"
"118",2017-01-05 21:00:00,2017-01-05,26.6555,1,"2017-01"
"119",2017-01-05 22:00:00,2017-01-05,24.952,1,"2017-01"
"120",2017-01-05 23:00:00,2017-01-05,26.573,1,"2017-01"
"121",2017-01-06 00:00:00,2017-01-06,26.574,1,"2017-01"
"122",2017-01-06 01:00:00,2017-01-06,28.511,1,"2017-01"
"123",2017-01-06 02:00:00,2017-01-06,29.4095,1,"2017-01"
"124",2017-01-06 03:00:00,2017-01-06,27.551,1,"2017-01"
"125",2017-01-06 04:00:00,2017-01-06,26.9815,1,"2017-01"
"126",2017-01-06 05:00:00,2017-01-06,26.794,1,"2017-01"
"127",2017-01-06 06:00:00,2017-01-06,26.4795,1,"2017-01"
"128",NA,NA,NA,NA,NA
"129",2017-01-06 08:00:00,2017-01-06,22.4545,1,"2017-01"
"130",2017-01-06 09:00:00,2017-01-06,22.0285,1,"2017-01"
"131",2017-01-06 10:00:00,2017-01-06,21.905,1,"2017-01"
"132",2017-01-06 11:00:00,2017-01-06,26.942,1,"2017-01"
"133",2017-01-06 12:00:00,2017-01-06,29.8265,1,"2017-01"
"134",2017-01-06 13:00:00,2017-01-06,29.6685,1,"2017-01"
"135",2017-01-06 14:00:00,2017-01-06,30.2835,1,"2017-01"
"136",2017-01-06 15:00:00,2017-01-06,30.224,1,"2017-01"
"137",2017-01-06 16:00:00,2017-01-06,30.4715,1,"2017-01"
"138",2017-01-06 17:00:00,2017-01-06,30.5785,1,"2017-01"
"139",2017-01-06 18:00:00,2017-01-06,30.409,1,"2017-01"
"140",2017-01-06 19:00:00,2017-01-06,30.386,1,"2017-01"
"141",NA,NA,NA,NA,NA
"142",NA,NA,NA,NA,NA
"143",2017-01-06 22:00:00,2017-01-06,26.2875,1,"2017-01"
"144",2017-01-06 23:00:00,2017-01-06,25.858,1,"2017-01"
"145",2017-01-07 00:00:00,2017-01-07,25.3035,1,"2017-01"
"146",2017-01-07 01:00:00,2017-01-07,25.737,1,"2017-01"
"147",2017-01-07 02:00:00,2017-01-07,26.589,1,"2017-01"
"148",2017-01-07 03:00:00,2017-01-07,26.145,1,"2017-01"
"149",2017-01-07 04:00:00,2017-01-07,27.998,1,"2017-01"
"150",2017-01-07 05:00:00,2017-01-07,27.065,1,"2017-01"
"151",2017-01-07 06:00:00,2017-01-07,26.7445,1,"2017-01"
"152",2017-01-07 07:00:00,2017-01-07,26.697,1,"2017-01"
"153",2017-01-07 08:00:00,2017-01-07,26.4795,1,"2017-01"
"154",NA,NA,NA,NA,NA
"155",2017-01-07 10:00:00,2017-01-07,23.182,1,"2017-01"
"156",2017-01-07 11:00:00,2017-01-07,23.188,1,"2017-01"
"157",2017-01-07 12:00:00,2017-01-07,25.473,1,"2017-01"
"158",2017-01-07 13:00:00,2017-01-07,29.386,1,"2017-01"
"159",2017-01-07 14:00:00,2017-01-07,28.903,1,"2017-01"
"160",2017-01-07 15:00:00,2017-01-07,28.8085,1,"2017-01"
"161",2017-01-07 16:00:00,2017-01-07,29.311,1,"2017-01"
"162",2017-01-07 17:00:00,2017-01-07,30.2995,1,"2017-01"
"163",2017-01-07 18:00:00,2017-01-07,30.524,1,"2017-01"
"164",2017-01-07 19:00:00,2017-01-07,30.671,1,"2017-01"
"165",2017-01-07 20:00:00,2017-01-07,30.607,1,"2017-01"
"166",2017-01-07 21:00:00,2017-01-07,30.483,1,"2017-01"
"167",NA,NA,NA,NA,NA
"168",2017-01-07 23:00:00,2017-01-07,27.0795,1,"2017-01"
"169",2017-01-08 00:00:00,2017-01-08,26.825,1,"2017-01"
"170",2017-01-08 01:00:00,2017-01-08,26.8285,1,"2017-01"
"171",2017-01-08 02:00:00,2017-01-08,27.064,1,"2017-01"
"172",NA,NA,NA,NA,NA
"173",2017-01-08 04:00:00,2017-01-08,29.217,1,"2017-01"
"174",2017-01-08 05:00:00,2017-01-08,29.459,1,"2017-01"
"175",2017-01-08 06:00:00,2017-01-08,28.6915,1,"2017-01"
"176",2017-01-08 07:00:00,2017-01-08,28.721,1,"2017-01"
"177",2017-01-08 08:00:00,2017-01-08,28.4935,1,"2017-01"
"178",2017-01-08 09:00:00,2017-01-08,27.9425,1,"2017-01"
"179",NA,NA,NA,NA,NA
"180",2017-01-08 11:00:00,2017-01-08,26.4195,1,"2017-01"
"181",2017-01-08 12:00:00,2017-01-08,26.4205,1,"2017-01"
"182",2017-01-08 13:00:00,2017-01-08,27.663,1,"2017-01"
"183",2017-01-08 14:00:00,2017-01-08,30.9,1,"2017-01"
"184",2017-01-08 15:00:00,2017-01-08,30.4225,1,"2017-01"
"185",2017-01-08 16:00:00,2017-01-08,30.4685,1,"2017-01"
"186",2017-01-08 17:00:00,2017-01-08,30.684,1,"2017-01"
"187",NA,NA,NA,NA,NA
"188",2017-01-08 19:00:00,2017-01-08,31.049,1,"2017-01"
"189",2017-01-08 20:00:00,2017-01-08,30.986,1,"2017-01"
"190",2017-01-08 21:00:00,2017-01-08,30.927,1,"2017-01"
"191",2017-01-08 22:00:00,2017-01-08,30.881,1,"2017-01"
"192",NA,NA,NA,NA,NA
"193",2017-01-09 00:00:00,2017-01-09,27.363,1,"2017-01"
"194",2017-01-09 01:00:00,2017-01-09,27.0625,1,"2017-01"
"195",2017-01-09 02:00:00,2017-01-09,27.212,1,"2017-01"
"196",2017-01-09 03:00:00,2017-01-09,27.885,1,"2017-01"
"197",2017-01-09 04:00:00,2017-01-09,27.642,1,"2017-01"
"198",2017-01-09 05:00:00,2017-01-09,29.2255,1,"2017-01"
"199",2017-01-09 06:00:00,2017-01-09,30.8795,1,"2017-01"
"200",2017-01-09 07:00:00,2017-01-09,31.2445,1,"2017-01"
"201",2017-01-09 08:00:00,2017-01-09,30.6715,1,"2017-01"
"202",2017-01-09 09:00:00,2017-01-09,29.75,1,"2017-01"
"203",2017-01-09 10:00:00,2017-01-09,28.395,1,"2017-01"
"204",2017-01-09 11:00:00,2017-01-09,27.953,1,"2017-01"
"205",2017-01-09 12:00:00,2017-01-09,27.2765,1,"2017-01"
"206",2017-01-09 13:00:00,2017-01-09,27.3025,1,"2017-01"
"207",2017-01-09 14:00:00,2017-01-09,27.145,1,"2017-01"
"208",2017-01-09 15:00:00,2017-01-09,30.941,1,"2017-01"
"209",2017-01-09 16:00:00,2017-01-09,30.914,1,"2017-01"
"210",2017-01-09 17:00:00,2017-01-09,31.0185,1,"2017-01"
"211",2017-01-09 18:00:00,2017-01-09,31.0575,1,"2017-01"
"212",2017-01-09 19:00:00,2017-01-09,31.169,1,"2017-01"
"213",2017-01-09 20:00:00,2017-01-09,31.0145,1,"2017-01"
"214",2017-01-09 21:00:00,2017-01-09,31.0185,1,"2017-01"
"215",2017-01-09 22:00:00,2017-01-09,31.002,1,"2017-01"
"216",NA,NA,NA,NA,NA
"217",2017-01-10 00:00:00,2017-01-10,26.657,1,"2017-01"
"218",2017-01-10 01:00:00,2017-01-10,24.5875,1,"2017-01"
"219",2017-01-10 02:00:00,2017-01-10,23.9195,1,"2017-01"
"220",2017-01-10 03:00:00,2017-01-10,25.176,1,"2017-01"
"221",2017-01-10 04:00:00,2017-01-10,27.313,2,"2017-01"
"222",2017-01-10 05:00:00,2017-01-10,27.5965,1,"2017-01"
"223",2017-01-10 06:00:00,2017-01-10,29.149,1,"2017-01"
"224",2017-01-10 07:00:00,2017-01-10,29.3175,1,"2017-01"
"225",2017-01-10 08:00:00,2017-01-10,29.204,1,"2017-01"
"226",2017-01-10 09:00:00,2017-01-10,29.1825,1,"2017-01"
"227",2017-01-10 10:00:00,2017-01-10,29.165,1,"2017-01"
"228",2017-01-10 11:00:00,2017-01-10,28.798,1,"2017-01"
"229",2017-01-10 12:00:00,2017-01-10,28.661,1,"2017-01"
"230",2017-01-10 13:00:00,2017-01-10,27.274,1,"2017-01"
"231",2017-01-10 14:00:00,2017-01-10,27.292,1,"2017-01"
"232",2017-01-10 15:00:00,2017-01-10,28.094,3,"2017-01"
"233",2017-01-10 16:00:00,2017-01-10,30.316,1,"2017-01"
"234",2017-01-10 17:00:00,2017-01-10,30.2215,1,"2017-01"
"235",2017-01-10 18:00:00,2017-01-10,30.675,1,"2017-01"
"236",2017-01-10 19:00:00,2017-01-10,30.6975,1,"2017-01"
"237",2017-01-10 20:00:00,2017-01-10,30.6255,1,"2017-01"
"238",2017-01-10 21:00:00,2017-01-10,30.4945,1,"2017-01"
"239",2017-01-10 22:00:00,2017-01-10,30.4035,1,"2017-01"
"240",NA,NA,NA,NA,NA
"241",NA,NA,NA,NA,NA
"242",2017-01-11 01:00:00,2017-01-11,26.301,1,"2017-01"
"243",2017-01-11 02:00:00,2017-01-11,25.309,1,"2017-01"
"244",2017-01-11 03:00:00,2017-01-11,25.038,1,"2017-01"
"245",2017-01-11 04:00:00,2017-01-11,25.047,1,"2017-01"
"246",2017-01-11 05:00:00,2017-01-11,27.1465,1,"2017-01"
"247",2017-01-11 06:00:00,2017-01-11,27.717,1,"2017-01"
"248",2017-01-11 07:00:00,2017-01-11,28.667,1,"2017-01"
"249",2017-01-11 08:00:00,2017-01-11,29.885,1,"2017-01"
"250",2017-01-11 09:00:00,2017-01-11,29.6315,1,"2017-01"
"251",2017-01-11 10:00:00,2017-01-11,29.076,1,"2017-01"
"252",2017-01-11 11:00:00,2017-01-11,28.458,1,"2017-01"
"253",2017-01-11 12:00:00,2017-01-11,27.4465,1,"2017-01"
"254",2017-01-11 13:00:00,2017-01-11,27.778,1,"2017-01"
"255",2017-01-11 14:00:00,2017-01-11,24.4625,1,"2017-01"
"256",2017-01-11 15:00:00,2017-01-11,26.501,1,"2017-01"
"257",2017-01-11 16:00:00,2017-01-11,27.937,1,"2017-01"
"258",2017-01-11 17:00:00,2017-01-11,29.4275,1,"2017-01"
"259",2017-01-11 18:00:00,2017-01-11,29.669,1,"2017-01"
"260",2017-01-11 19:00:00,2017-01-11,29.983,1,"2017-01"
"261",2017-01-11 20:00:00,2017-01-11,30.167,1,"2017-01"
"262",2017-01-11 21:00:00,2017-01-11,29.781,1,"2017-01"
"263",2017-01-11 22:00:00,2017-01-11,29.329,1,"2017-01"
"264",2017-01-11 23:00:00,2017-01-11,29.1275,1,"2017-01"
"265",NA,NA,NA,NA,NA
"266",2017-01-12 01:00:00,2017-01-12,21.9855,1,"2017-01"
"267",2017-01-12 02:00:00,2017-01-12,19.595,1,"2017-01"
"268",2017-01-12 03:00:00,2017-01-12,19.0765,1,"2017-01"
"269",2017-01-12 04:00:00,2017-01-12,18.426,1,"2017-01"
"270",2017-01-12 05:00:00,2017-01-12,21.804,1,"2017-01"
"271",2017-01-12 06:00:00,2017-01-12,25.54,1,"2017-01"
"272",2017-01-12 07:00:00,2017-01-12,25.535,1,"2017-01"
"273",2017-01-12 08:00:00,2017-01-12,25.776,1,"2017-01"
"274",2017-01-12 09:00:00,2017-01-12,27.475,1,"2017-01"
"275",2017-01-12 10:00:00,2017-01-12,27.938,1,"2017-01"
"276",2017-01-12 11:00:00,2017-01-12,22.471,1,"2017-01"
"277",2017-01-12 12:00:00,2017-01-12,25.0125,1,"2017-01"
"278",2017-01-12 13:00:00,2017-01-12,23.3825,1,"2017-01"
"279",2017-01-12 14:00:00,2017-01-12,20.8175,1,"2017-01"
"280",2017-01-12 15:00:00,2017-01-12,16.919,1,"2017-01"
"281",2017-01-12 16:00:00,2017-01-12,23.497,1,"2017-01"
"282",2017-01-12 17:00:00,2017-01-12,27.759,1,"2017-01"
"283",2017-01-12 18:00:00,2017-01-12,28.269,1,"2017-01"
"284",2017-01-12 19:00:00,2017-01-12,28.1925,1,"2017-01"
"285",2017-01-12 20:00:00,2017-01-12,29.1155,1,"2017-01"
"286",2017-01-12 21:00:00,2017-01-12,28.372,1,"2017-01"
"287",2017-01-12 22:00:00,2017-01-12,29.0135,1,"2017-01"
"288",2017-01-12 23:00:00,2017-01-12,28.531,1,"2017-01"
"289",2017-01-13 00:00:00,2017-01-13,27.8275,2,"2017-01"
"290",NA,NA,NA,NA,NA
"291",2017-01-13 02:00:00,2017-01-13,18.4275,1,"2017-01"
"292",2017-01-13 03:00:00,2017-01-13,16.8445,1,"2017-01"
"293",2017-01-13 04:00:00,2017-01-13,16.2885,1,"2017-01"
"294",2017-01-13 05:00:00,2017-01-13,18.099,1,"2017-01"
"295",2017-01-13 06:00:00,2017-01-13,21.199,2,"2017-01"
"296",2017-01-13 07:00:00,2017-01-13,22.77,1,"2017-01"
"297",2017-01-13 08:00:00,2017-01-13,23.1875,1,"2017-01"
"298",2017-01-13 09:00:00,2017-01-13,24.396,1,"2017-01"
"299",2017-01-13 10:00:00,2017-01-13,25.325,1,"2017-01"
"300",2017-01-13 11:00:00,2017-01-13,19.246,1,"2017-01"
"301",2017-01-13 12:00:00,2017-01-13,23.207,1,"2017-01"
"302",2017-01-13 13:00:00,2017-01-13,23.664,1,"2017-01"
"303",2017-01-13 14:00:00,2017-01-13,19.2185,1,"2017-01"
"304",2017-01-13 15:00:00,2017-01-13,15.347,1,"2017-01"
"305",2017-01-13 16:00:00,2017-01-13,14.1665,1,"2017-01"
"306",2017-01-13 17:00:00,2017-01-13,20.669,1,"2017-01"
"307",2017-01-13 18:00:00,2017-01-13,25.7595,2,"2017-01"
"308",2017-01-13 19:00:00,2017-01-13,27.0545,1,"2017-01"
"309",2017-01-13 20:00:00,2017-01-13,27.5815,1,"2017-01"
"310",2017-01-13 21:00:00,2017-01-13,26.9885,1,"2017-01"
"311",2017-01-13 22:00:00,2017-01-13,28.309,1,"2017-01"
"312",2017-01-13 23:00:00,2017-01-13,28.265,1,"2017-01"
"313",2017-01-14 00:00:00,2017-01-14,28.119,1,"2017-01"
"314",2017-01-14 01:00:00,2017-01-14,27.681,2,"2017-01"
"315",NA,NA,NA,NA,NA
"316",2017-01-14 03:00:00,2017-01-14,15.472,1,"2017-01"
"317",2017-01-14 04:00:00,2017-01-14,14.3915,1,"2017-01"
"318",2017-01-14 05:00:00,2017-01-14,13.9455,1,"2017-01"
"319",2017-01-14 06:00:00,2017-01-14,16.318,1,"2017-01"
"320",NA,NA,NA,NA,NA
"321",2017-01-14 08:00:00,2017-01-14,22.757,1,"2017-01"
"322",2017-01-14 09:00:00,2017-01-14,23.6515,1,"2017-01"
"323",2017-01-14 10:00:00,2017-01-14,24.8015,1,"2017-01"
"324",2017-01-14 11:00:00,2017-01-14,24.497,1,"2017-01"
"325",NA,NA,NA,NA,NA
"326",2017-01-14 13:00:00,2017-01-14,20.813,1,"2017-01"
"327",2017-01-14 14:00:00,2017-01-14,21.565,1,"2017-01"
"328",2017-01-14 15:00:00,2017-01-14,18.5915,1,"2017-01"
"329",2017-01-14 16:00:00,2017-01-14,15.8915,1,"2017-01"
"330",2017-01-14 17:00:00,2017-01-14,14.1555,1,"2017-01"
"331",2017-01-14 18:00:00,2017-01-14,18.306,1,"2017-01"
"332",2017-01-14 19:00:00,2017-01-14,24.336,1,"2017-01"
"333",2017-01-14 20:00:00,2017-01-14,25.165,1,"2017-01"
"334",2017-01-14 21:00:00,2017-01-14,25.4245,3,"2017-01"
"335",2017-01-14 22:00:00,2017-01-14,25.599,1,"2017-01"
"336",2017-01-14 23:00:00,2017-01-14,26.115,1,"2017-01"
"337",2017-01-15 00:00:00,2017-01-15,26.6695,1,"2017-01"
"338",2017-01-15 01:00:00,2017-01-15,27.101,1,"2017-01"
"339",2017-01-15 02:00:00,2017-01-15,23.719,1,"2017-01"
"340",2017-01-15 03:00:00,2017-01-15,16.497,1,"2017-01"
"341",2017-01-15 04:00:00,2017-01-15,14.108,1,"2017-01"
"342",2017-01-15 05:00:00,2017-01-15,12.815,1,"2017-01"
"343",2017-01-15 06:00:00,2017-01-15,12.2425,1,"2017-01"
"344",2017-01-15 07:00:00,2017-01-15,13.125,1,"2017-01"
"345",NA,NA,NA,NA,NA
"346",2017-01-15 09:00:00,2017-01-15,23.0495,1,"2017-01"
"347",2017-01-15 10:00:00,2017-01-15,23.4905,1,"2017-01"
"348",2017-01-15 11:00:00,2017-01-15,24.802,1,"2017-01"
"349",2017-01-15 12:00:00,2017-01-15,22.937,3,"2017-01"
"350",2017-01-15 13:00:00,2017-01-15,19.69,1,"2017-01"
"351",2017-01-15 14:00:00,2017-01-15,22.4355,1,"2017-01"
"352",2017-01-15 15:00:00,2017-01-15,19.831,1,"2017-01"
"353",2017-01-15 16:00:00,2017-01-15,16.441,1,"2017-01"
"354",2017-01-15 17:00:00,2017-01-15,15.7115,1,"2017-01"
"355",2017-01-15 18:00:00,2017-01-15,12.534,1,"2017-01"
"356",2017-01-15 19:00:00,2017-01-15,18.8785,1,"2017-01"
"357",2017-01-15 20:00:00,2017-01-15,20.426,1,"2017-01"
"358",2017-01-15 21:00:00,2017-01-15,23.672,2,"2017-01"
"359",2017-01-15 22:00:00,2017-01-15,20.5965,3,"2017-01"
"360",2017-01-15 23:00:00,2017-01-15,22.817,3,"2017-01"
"361",2017-01-16 00:00:00,2017-01-16,21.949,1,"2017-01"
"362",2017-01-16 01:00:00,2017-01-16,22.97,1,"2017-01"
"363",NA,NA,NA,NA,NA
"364",2017-01-16 03:00:00,2017-01-16,14.2705,1,"2017-01"
"365",2017-01-16 04:00:00,2017-01-16,13.633,1,"2017-01"
"366",2017-01-16 05:00:00,2017-01-16,12.2725,1,"2017-01"
"367",2017-01-16 06:00:00,2017-01-16,11.939,1,"2017-01"
"368",2017-01-16 07:00:00,2017-01-16,13.428,1,"2017-01"
"369",2017-01-16 08:00:00,2017-01-16,14.2,1,"2017-01"
"370",2017-01-16 09:00:00,2017-01-16,22.696,2,"2017-01"
"371",2017-01-16 10:00:00,2017-01-16,23.259,1,"2017-01"
"372",2017-01-16 11:00:00,2017-01-16,18.718,1,"2017-01"
"373",2017-01-16 12:00:00,2017-01-16,18.9855,1,"2017-01"
"374",2017-01-16 13:00:00,2017-01-16,21.247,1,"2017-01"
"375",2017-01-16 14:00:00,2017-01-16,18.754,1,"2017-01"
"376",2017-01-16 15:00:00,2017-01-16,20.048,1,"2017-01"
"377",2017-01-16 16:00:00,2017-01-16,18.3095,1,"2017-01"
"378",2017-01-16 17:00:00,2017-01-16,15.435,1,"2017-01"
"379",2017-01-16 18:00:00,2017-01-16,14.316,1,"2017-01"
"380",2017-01-16 19:00:00,2017-01-16,12.621,1,"2017-01"
"381",2017-01-16 20:00:00,2017-01-16,17.8735,3,"2017-01"
"382",2017-01-16 21:00:00,2017-01-16,17.98,1,"2017-01"
"383",2017-01-16 22:00:00,2017-01-16,22.47,2,"2017-01"
"384",2017-01-16 23:00:00,2017-01-16,16.285,1,"2017-01"
"385",2017-01-17 00:00:00,2017-01-17,20.487,1,"2017-01"
"386",2017-01-17 01:00:00,2017-01-17,18.178,1,"2017-01"
"387",2017-01-17 02:00:00,2017-01-17,15.4805,1,"2017-01"
"388",2017-01-17 03:00:00,2017-01-17,13.5015,1,"2017-01"
"389",2017-01-17 04:00:00,2017-01-17,12.875,1,"2017-01"
"390",2017-01-17 05:00:00,2017-01-17,12.8735,1,"2017-01"
"391",2017-01-17 06:00:00,2017-01-17,12.2215,1,"2017-01"
"392",2017-01-17 07:00:00,2017-01-17,11.792,1,"2017-01"
"393",2017-01-17 08:00:00,2017-01-17,12.816,1,"2017-01"
"394",NA,NA,NA,NA,NA
"395",2017-01-17 10:00:00,2017-01-17,22.6,1,"2017-01"
"396",2017-01-17 11:00:00,2017-01-17,19.875,3,"2017-01"
"397",2017-01-17 12:00:00,2017-01-17,17.3295,1,"2017-01"
"398",2017-01-17 13:00:00,2017-01-17,18.518,1,"2017-01"
"399",2017-01-17 14:00:00,2017-01-17,19.5115,2,"2017-01"
"400",2017-01-17 15:00:00,2017-01-17,18.3125,1,"2017-01"
"401",2017-01-17 16:00:00,2017-01-17,20.3235,1,"2017-01"
