"","datetime","date","water_temp","sea_water_temperature_qc_agg","month_yr"
"1813",2017-03-17 12:00:00,2017-03-17,13.62,1,"2017-03"
"1814",2017-03-17 13:00:00,2017-03-17,13.565,1,"2017-03"
"1815",2017-03-17 14:00:00,2017-03-17,13.49,1,"2017-03"
"1816",2017-03-17 15:00:00,2017-03-17,13.73,1,"2017-03"
"1817",2017-03-17 16:00:00,2017-03-17,13.895,1,"2017-03"
"1818",2017-03-17 17:00:00,2017-03-17,14.115,1,"2017-03"
"1819",2017-03-17 18:00:00,2017-03-17,14.155,1,"2017-03"
"1820",2017-03-17 19:00:00,2017-03-17,14.31,1,"2017-03"
"1821",NA,NA,NA,NA,NA
"1822",2017-03-17 21:00:00,2017-03-17,14.465,1,"2017-03"
"1823",2017-03-17 22:00:00,2017-03-17,14.45,1,"2017-03"
"1824",2017-03-17 23:00:00,2017-03-17,14.62,1,"2017-03"
"1825",2017-03-18 00:00:00,2017-03-18,14.83,1,"2017-03"
"1826",2017-03-18 01:00:00,2017-03-18,14.46,1,"2017-03"
"1827",2017-03-18 02:00:00,2017-03-18,14.28,1,"2017-03"
"1828",2017-03-18 03:00:00,2017-03-18,13.57,1,"2017-03"
"1829",2017-03-18 04:00:00,2017-03-18,13.505,1,"2017-03"
"1830",2017-03-18 05:00:00,2017-03-18,14.74,1,"2017-03"
"1831",2017-03-18 06:00:00,2017-03-18,14.655,1,"2017-03"
"1832",2017-03-18 07:00:00,2017-03-18,14.59,1,"2017-03"
"1833",2017-03-18 08:00:00,2017-03-18,14.65,1,"2017-03"
"1834",2017-03-18 09:00:00,2017-03-18,14.41,1,"2017-03"
"1835",2017-03-18 10:00:00,2017-03-18,14.305,1,"2017-03"
"1836",2017-03-18 11:00:00,2017-03-18,14.235,1,"2017-03"
"1837",2017-03-18 12:00:00,2017-03-18,14.265,1,"2017-03"
"1838",2017-03-18 13:00:00,2017-03-18,14.225,1,"2017-03"
"1839",NA,NA,NA,NA,NA
"1840",2017-03-18 15:00:00,2017-03-18,13.805,1,"2017-03"
"1841",2017-03-18 16:00:00,2017-03-18,14.085,1,"2017-03"
"1842",2017-03-18 17:00:00,2017-03-18,14.205,1,"2017-03"
"1843",2017-03-18 18:00:00,2017-03-18,14.48,1,"2017-03"
"1844",2017-03-18 19:00:00,2017-03-18,14.47,1,"2017-03"
"1845",2017-03-18 20:00:00,2017-03-18,14.49,1,"2017-03"
"1846",2017-03-18 21:00:00,2017-03-18,14.54,1,"2017-03"
"1847",2017-03-18 22:00:00,2017-03-18,14.53,1,"2017-03"
"1848",2017-03-18 23:00:00,2017-03-18,14.49,1,"2017-03"
"1849",2017-03-19 00:00:00,2017-03-19,14.43,1,"2017-03"
"1850",2017-03-19 01:00:00,2017-03-19,14.445,1,"2017-03"
"1851",2017-03-19 02:00:00,2017-03-19,14.28,1,"2017-03"
"1852",2017-03-19 03:00:00,2017-03-19,14.13,1,"2017-03"
"1853",2017-03-19 04:00:00,2017-03-19,13.95,1,"2017-03"
"1854",2017-03-19 05:00:00,2017-03-19,13.68,1,"2017-03"
"1855",2017-03-19 06:00:00,2017-03-19,13.66,1,"2017-03"
"1856",2017-03-19 07:00:00,2017-03-19,13.93,1,"2017-03"
"1857",2017-03-19 08:00:00,2017-03-19,14.03,1,"2017-03"
"1858",2017-03-19 09:00:00,2017-03-19,13.99,1,"2017-03"
"1859",2017-03-19 10:00:00,2017-03-19,14.05,1,"2017-03"
"1860",2017-03-19 11:00:00,2017-03-19,14.215,1,"2017-03"
"1861",2017-03-19 12:00:00,2017-03-19,14.18,1,"2017-03"
"1862",2017-03-19 13:00:00,2017-03-19,14.31,1,"2017-03"
"1863",2017-03-19 14:00:00,2017-03-19,14.25,1,"2017-03"
"1864",2017-03-19 15:00:00,2017-03-19,14.09,1,"2017-03"
"1865",2017-03-19 16:00:00,2017-03-19,13.885,1,"2017-03"
"1866",2017-03-19 17:00:00,2017-03-19,14.14,1,"2017-03"
"1867",2017-03-19 18:00:00,2017-03-19,14.255,1,"2017-03"
"1868",2017-03-19 19:00:00,2017-03-19,14.67,1,"2017-03"
"1869",2017-03-19 20:00:00,2017-03-19,14.725,1,"2017-03"
"1870",2017-03-19 21:00:00,2017-03-19,14.755,1,"2017-03"
"1871",2017-03-19 22:00:00,2017-03-19,14.8,1,"2017-03"
"1872",2017-03-19 23:00:00,2017-03-19,14.73,1,"2017-03"
"1873",2017-03-20 00:00:00,2017-03-20,14.55,1,"2017-03"
"1874",2017-03-20 01:00:00,2017-03-20,14.48,1,"2017-03"
"1875",2017-03-20 02:00:00,2017-03-20,14.45,1,"2017-03"
"1876",2017-03-20 03:00:00,2017-03-20,14.41,1,"2017-03"
"1877",2017-03-20 04:00:00,2017-03-20,14.36,1,"2017-03"
"1878",2017-03-20 05:00:00,2017-03-20,14.32,1,"2017-03"
"1879",2017-03-20 06:00:00,2017-03-20,14.3,1,"2017-03"
"1880",2017-03-20 07:00:00,2017-03-20,14.2,1,"2017-03"
"1881",2017-03-20 08:00:00,2017-03-20,14.18,1,"2017-03"
"1882",2017-03-20 09:00:00,2017-03-20,14.085,1,"2017-03"
"1883",2017-03-20 10:00:00,2017-03-20,13.97,1,"2017-03"
"1884",2017-03-20 11:00:00,2017-03-20,13.815,1,"2017-03"
"1885",2017-03-20 12:00:00,2017-03-20,13.705,1,"2017-03"
"1886",2017-03-20 13:00:00,2017-03-20,13.805,1,"2017-03"
"1887",2017-03-20 14:00:00,2017-03-20,13.82,1,"2017-03"
"1888",2017-03-20 15:00:00,2017-03-20,13.78,1,"2017-03"
"1889",2017-03-20 16:00:00,2017-03-20,13.75,1,"2017-03"
"1890",2017-03-20 17:00:00,2017-03-20,13.585,1,"2017-03"
"1891",2017-03-20 18:00:00,2017-03-20,13.965,1,"2017-03"
"1892",2017-03-20 19:00:00,2017-03-20,14.08,1,"2017-03"
"1893",2017-03-20 20:00:00,2017-03-20,14.1,1,"2017-03"
"1894",2017-03-20 21:00:00,2017-03-20,14.255,1,"2017-03"
"1895",2017-03-20 22:00:00,2017-03-20,14.28,1,"2017-03"
"1896",2017-03-20 23:00:00,2017-03-20,14.3,1,"2017-03"
"1897",2017-03-21 00:00:00,2017-03-21,14.305,1,"2017-03"
"1898",2017-03-21 01:00:00,2017-03-21,14.275,1,"2017-03"
"1899",2017-03-21 02:00:00,2017-03-21,14.195,1,"2017-03"
"1900",2017-03-21 03:00:00,2017-03-21,14.22,1,"2017-03"
"1901",2017-03-21 04:00:00,2017-03-21,14.31,1,"2017-03"
"1902",2017-03-21 05:00:00,2017-03-21,14.3,1,"2017-03"
"1903",2017-03-21 06:00:00,2017-03-21,14.275,1,"2017-03"
"1904",2017-03-21 07:00:00,2017-03-21,14.175,1,"2017-03"
"1905",2017-03-21 08:00:00,2017-03-21,13.94,1,"2017-03"
"1906",2017-03-21 09:00:00,2017-03-21,13.85,1,"2017-03"
"1907",2017-03-21 10:00:00,2017-03-21,13.9,1,"2017-03"
"1908",2017-03-21 11:00:00,2017-03-21,13.68,1,"2017-03"
"1909",2017-03-21 12:00:00,2017-03-21,13.46,1,"2017-03"
"1910",2017-03-21 13:00:00,2017-03-21,13.505,1,"2017-03"
"1911",2017-03-21 14:00:00,2017-03-21,13.605,1,"2017-03"
"1912",2017-03-21 15:00:00,2017-03-21,13.75,1,"2017-03"
"1913",2017-03-21 16:00:00,2017-03-21,13.87,1,"2017-03"
"1914",2017-03-21 17:00:00,2017-03-21,13.73,1,"2017-03"
"1915",2017-03-21 18:00:00,2017-03-21,13.69,1,"2017-03"
"1916",2017-03-21 19:00:00,2017-03-21,14.42,1,"2017-03"
"1917",2017-03-21 20:00:00,2017-03-21,14.55,1,"2017-03"
"1918",2017-03-21 21:00:00,2017-03-21,14.635,1,"2017-03"
"1919",2017-03-21 22:00:00,2017-03-21,14.735,1,"2017-03"
"1920",2017-03-21 23:00:00,2017-03-21,14.83,1,"2017-03"
"1921",2017-03-22 00:00:00,2017-03-22,14.86,1,"2017-03"
"1922",2017-03-22 01:00:00,2017-03-22,14.91,1,"2017-03"
"1923",2017-03-22 02:00:00,2017-03-22,14.49,1,"2017-03"
"1924",2017-03-22 03:00:00,2017-03-22,14.415,1,"2017-03"
"1925",2017-03-22 04:00:00,2017-03-22,14.11,1,"2017-03"
"1926",2017-03-22 05:00:00,2017-03-22,14.255,1,"2017-03"
"1927",2017-03-22 06:00:00,2017-03-22,14.355,1,"2017-03"
"1928",2017-03-22 07:00:00,2017-03-22,14.06,1,"2017-03"
"1929",2017-03-22 08:00:00,2017-03-22,13.82,1,"2017-03"
"1930",2017-03-22 09:00:00,2017-03-22,13.59,1,"2017-03"
"1931",2017-03-22 10:00:00,2017-03-22,13.685,1,"2017-03"
"1932",2017-03-22 11:00:00,2017-03-22,13.84,1,"2017-03"
"1933",2017-03-22 12:00:00,2017-03-22,14.055,1,"2017-03"
"1934",2017-03-22 13:00:00,2017-03-22,13.925,1,"2017-03"
"1935",2017-03-22 14:00:00,2017-03-22,13.935,1,"2017-03"
"1936",2017-03-22 15:00:00,2017-03-22,13.98,1,"2017-03"
"1937",2017-03-22 16:00:00,2017-03-22,14.02,1,"2017-03"
"1938",2017-03-22 17:00:00,2017-03-22,14.105,1,"2017-03"
"1939",2017-03-22 18:00:00,2017-03-22,14,1,"2017-03"
"1940",2017-03-22 19:00:00,2017-03-22,14.16,1,"2017-03"
"1941",2017-03-22 20:00:00,2017-03-22,14.5,1,"2017-03"
"1942",2017-03-22 21:00:00,2017-03-22,14.66,1,"2017-03"
"1943",2017-03-22 22:00:00,2017-03-22,14.785,1,"2017-03"
"1944",2017-03-22 23:00:00,2017-03-22,15.04,1,"2017-03"
"1945",2017-03-23 00:00:00,2017-03-23,15.015,1,"2017-03"
"1946",2017-03-23 01:00:00,2017-03-23,15.02,1,"2017-03"
"1947",2017-03-23 02:00:00,2017-03-23,15,1,"2017-03"
"1948",NA,NA,NA,NA,NA
"1949",2017-03-23 04:00:00,2017-03-23,14.36,1,"2017-03"
"1950",2017-03-23 05:00:00,2017-03-23,14.215,1,"2017-03"
"1951",2017-03-23 06:00:00,2017-03-23,14.3,1,"2017-03"
"1952",2017-03-23 07:00:00,2017-03-23,14.29,1,"2017-03"
"1953",2017-03-23 08:00:00,2017-03-23,14.37,1,"2017-03"
"1954",2017-03-23 09:00:00,2017-03-23,14.185,1,"2017-03"
"1955",2017-03-23 10:00:00,2017-03-23,14.18,1,"2017-03"
"1956",2017-03-23 11:00:00,2017-03-23,14.155,1,"2017-03"
"1957",2017-03-23 12:00:00,2017-03-23,13.97,1,"2017-03"
"1958",2017-03-23 13:00:00,2017-03-23,13.97,1,"2017-03"
"1959",2017-03-23 14:00:00,2017-03-23,13.975,1,"2017-03"
"1960",2017-03-23 15:00:00,2017-03-23,13.97,1,"2017-03"
"1961",2017-03-23 16:00:00,2017-03-23,13.98,1,"2017-03"
"1962",2017-03-23 17:00:00,2017-03-23,13.89,1,"2017-03"
"1963",2017-03-23 18:00:00,2017-03-23,13.86,1,"2017-03"
"1964",NA,NA,NA,NA,NA
"1965",2017-03-23 20:00:00,2017-03-23,13.83,1,"2017-03"
"1966",2017-03-23 21:00:00,2017-03-23,14.435,1,"2017-03"
"1967",2017-03-23 22:00:00,2017-03-23,14.82,1,"2017-03"
"1968",2017-03-23 23:00:00,2017-03-23,14.845,1,"2017-03"
"1969",2017-03-24 00:00:00,2017-03-24,15.02,1,"2017-03"
"1970",2017-03-24 01:00:00,2017-03-24,14.97,1,"2017-03"
"1971",2017-03-24 02:00:00,2017-03-24,14.945,1,"2017-03"
"1972",2017-03-24 03:00:00,2017-03-24,14.875,1,"2017-03"
"1973",NA,NA,NA,NA,NA
"1974",2017-03-24 05:00:00,2017-03-24,13.63,1,"2017-03"
"1975",2017-03-24 06:00:00,2017-03-24,13.855,1,"2017-03"
"1976",2017-03-24 07:00:00,2017-03-24,14.67,1,"2017-03"
"1977",2017-03-24 08:00:00,2017-03-24,14.19,1,"2017-03"
"1978",2017-03-24 09:00:00,2017-03-24,14.435,1,"2017-03"
"1979",2017-03-24 10:00:00,2017-03-24,14.18,1,"2017-03"
"1980",2017-03-24 11:00:00,2017-03-24,14.365,1,"2017-03"
"1981",2017-03-24 12:00:00,2017-03-24,14.265,1,"2017-03"
"1982",2017-03-24 13:00:00,2017-03-24,14.215,1,"2017-03"
"1983",2017-03-24 14:00:00,2017-03-24,14.05,1,"2017-03"
"1984",2017-03-24 15:00:00,2017-03-24,14.03,1,"2017-03"
"1985",2017-03-24 16:00:00,2017-03-24,13.84,1,"2017-03"
"1986",NA,NA,NA,NA,NA
"1987",2017-03-24 18:00:00,2017-03-24,13.84,1,"2017-03"
"1988",2017-03-24 19:00:00,2017-03-24,13.91,1,"2017-03"
"1989",2017-03-24 20:00:00,2017-03-24,13.755,1,"2017-03"
"1990",2017-03-24 21:00:00,2017-03-24,13.59,1,"2017-03"
"1991",2017-03-24 22:00:00,2017-03-24,13.995,1,"2017-03"
"1992",2017-03-24 23:00:00,2017-03-24,14.09,1,"2017-03"
"1993",2017-03-25 00:00:00,2017-03-25,14.12,1,"2017-03"
"1994",2017-03-25 01:00:00,2017-03-25,14.16,1,"2017-03"
"1995",2017-03-25 02:00:00,2017-03-25,14.16,1,"2017-03"
"1996",2017-03-25 03:00:00,2017-03-25,14.15,1,"2017-03"
"1997",NA,NA,NA,NA,NA
"1998",2017-03-25 05:00:00,2017-03-25,13.56,1,"2017-03"
"1999",2017-03-25 06:00:00,2017-03-25,13.295,1,"2017-03"
"2000",2017-03-25 07:00:00,2017-03-25,13.155,1,"2017-03"
"2001",2017-03-25 08:00:00,2017-03-25,13.41,1,"2017-03"
"2002",2017-03-25 09:00:00,2017-03-25,13.78,1,"2017-03"
"2003",2017-03-25 10:00:00,2017-03-25,13.755,1,"2017-03"
"2004",2017-03-25 11:00:00,2017-03-25,13.9,1,"2017-03"
"2005",2017-03-25 12:00:00,2017-03-25,13.87,1,"2017-03"
"2006",2017-03-25 13:00:00,2017-03-25,13.76,1,"2017-03"
"2007",2017-03-25 14:00:00,2017-03-25,13.75,1,"2017-03"
"2008",2017-03-25 15:00:00,2017-03-25,13.74,1,"2017-03"
"2009",2017-03-25 16:00:00,2017-03-25,13.68,1,"2017-03"
"2010",2017-03-25 17:00:00,2017-03-25,13.69,1,"2017-03"
"2011",2017-03-25 18:00:00,2017-03-25,13.49,1,"2017-03"
"2012",2017-03-25 19:00:00,2017-03-25,13.74,1,"2017-03"
"2013",2017-03-25 20:00:00,2017-03-25,14.23,1,"2017-03"
"2014",2017-03-25 21:00:00,2017-03-25,13.83,1,"2017-03"
"2015",2017-03-25 22:00:00,2017-03-25,14.75,1,"2017-03"
"2016",2017-03-25 23:00:00,2017-03-25,14.865,1,"2017-03"
"2017",2017-03-26 00:00:00,2017-03-26,15.06,1,"2017-03"
"2018",2017-03-26 01:00:00,2017-03-26,14.95,1,"2017-03"
"2019",2017-03-26 02:00:00,2017-03-26,14.865,1,"2017-03"
"2020",2017-03-26 03:00:00,2017-03-26,14.725,1,"2017-03"
"2021",NA,NA,NA,NA,NA
"2022",NA,NA,NA,NA,NA
"2023",2017-03-26 06:00:00,2017-03-26,13.19,1,"2017-03"
"2024",2017-03-26 07:00:00,2017-03-26,13.38,1,"2017-03"
"2025",2017-03-26 08:00:00,2017-03-26,13.16,1,"2017-03"
"2026",2017-03-26 09:00:00,2017-03-26,13.17,1,"2017-03"
"2027",2017-03-26 10:00:00,2017-03-26,13.83,1,"2017-03"
"2028",2017-03-26 11:00:00,2017-03-26,13.88,1,"2017-03"
"2029",2017-03-26 12:00:00,2017-03-26,14.01,1,"2017-03"
"2030",2017-03-26 13:00:00,2017-03-26,13.9,1,"2017-03"
"2031",2017-03-26 14:00:00,2017-03-26,13.765,1,"2017-03"
"2032",2017-03-26 15:00:00,2017-03-26,13.74,1,"2017-03"
"2033",2017-03-26 16:00:00,2017-03-26,13.77,1,"2017-03"
"2034",2017-03-26 17:00:00,2017-03-26,13.58,1,"2017-03"
"2035",2017-03-26 18:00:00,2017-03-26,13.41,1,"2017-03"
"2036",2017-03-26 19:00:00,2017-03-26,13.2,1,"2017-03"
"2037",2017-03-26 20:00:00,2017-03-26,13.1,1,"2017-03"
"2038",2017-03-26 21:00:00,2017-03-26,13.31,1,"2017-03"
"2039",2017-03-26 22:00:00,2017-03-26,13.59,1,"2017-03"
"2040",2017-03-26 23:00:00,2017-03-26,14.05,1,"2017-03"
"2041",2017-03-27 00:00:00,2017-03-27,14.31,1,"2017-03"
"2042",2017-03-27 01:00:00,2017-03-27,14.4,1,"2017-03"
"2043",2017-03-27 02:00:00,2017-03-27,14.42,1,"2017-03"
"2044",2017-03-27 03:00:00,2017-03-27,14.36,1,"2017-03"
"2045",2017-03-27 04:00:00,2017-03-27,14.345,1,"2017-03"
"2046",NA,NA,NA,NA,NA
"2047",2017-03-27 06:00:00,2017-03-27,13.85,1,"2017-03"
"2048",2017-03-27 07:00:00,2017-03-27,13.335,1,"2017-03"
"2049",2017-03-27 08:00:00,2017-03-27,13.2,1,"2017-03"
"2050",2017-03-27 09:00:00,2017-03-27,13.24,1,"2017-03"
"2051",2017-03-27 10:00:00,2017-03-27,13.54,1,"2017-03"
"2052",2017-03-27 11:00:00,2017-03-27,13.855,1,"2017-03"
"2053",2017-03-27 12:00:00,2017-03-27,13.92,1,"2017-03"
"2054",2017-03-27 13:00:00,2017-03-27,13.875,1,"2017-03"
"2055",2017-03-27 14:00:00,2017-03-27,13.84,1,"2017-03"
"2056",2017-03-27 15:00:00,2017-03-27,13.73,1,"2017-03"
"2057",2017-03-27 16:00:00,2017-03-27,13.74,1,"2017-03"
"2058",2017-03-27 17:00:00,2017-03-27,13.705,1,"2017-03"
"2059",NA,NA,NA,NA,NA
"2060",NA,NA,NA,NA,NA
"2061",NA,NA,NA,NA,NA
"2062",NA,NA,NA,NA,NA
"2063",2017-03-27 22:00:00,2017-03-27,14.15,1,"2017-03"
"2064",2017-03-27 23:00:00,2017-03-27,14.275,1,"2017-03"
"2065",2017-03-28 00:00:00,2017-03-28,14.48,1,"2017-03"
"2066",2017-03-28 01:00:00,2017-03-28,14.645,1,"2017-03"
"2067",2017-03-28 02:00:00,2017-03-28,14.55,1,"2017-03"
"2068",2017-03-28 03:00:00,2017-03-28,14.5,1,"2017-03"
"2069",2017-03-28 04:00:00,2017-03-28,14.47,1,"2017-03"
"2070",2017-03-28 05:00:00,2017-03-28,14.4,1,"2017-03"
"2071",NA,NA,NA,NA,NA
"2072",2017-03-28 07:00:00,2017-03-28,13.64,1,"2017-03"
"2073",2017-03-28 08:00:00,2017-03-28,13.495,1,"2017-03"
"2074",2017-03-28 09:00:00,2017-03-28,13.415,1,"2017-03"
"2075",2017-03-28 10:00:00,2017-03-28,13.49,1,"2017-03"
"2076",2017-03-28 11:00:00,2017-03-28,13.895,1,"2017-03"
"2077",2017-03-28 12:00:00,2017-03-28,13.95,1,"2017-03"
"2078",2017-03-28 13:00:00,2017-03-28,13.885,1,"2017-03"
"2079",2017-03-28 14:00:00,2017-03-28,13.805,1,"2017-03"
"2080",2017-03-28 15:00:00,2017-03-28,13.67,1,"2017-03"
"2081",2017-03-28 16:00:00,2017-03-28,13.695,1,"2017-03"
"2082",2017-03-28 17:00:00,2017-03-28,13.75,1,"2017-03"
"2083",2017-03-28 18:00:00,2017-03-28,13.735,1,"2017-03"
"2084",2017-03-28 19:00:00,2017-03-28,13.58,1,"2017-03"
"2085",2017-03-28 20:00:00,2017-03-28,13.485,1,"2017-03"
"2086",2017-03-28 21:00:00,2017-03-28,13.21,1,"2017-03"
"2087",2017-03-28 22:00:00,2017-03-28,13.235,1,"2017-03"
"2088",NA,NA,NA,NA,NA
"2089",2017-03-29 00:00:00,2017-03-29,14.62,1,"2017-03"
"2090",2017-03-29 01:00:00,2017-03-29,14.555,1,"2017-03"
"2091",2017-03-29 02:00:00,2017-03-29,14.68,1,"2017-03"
"2092",2017-03-29 03:00:00,2017-03-29,14.855,1,"2017-03"
"2093",2017-03-29 04:00:00,2017-03-29,14.85,1,"2017-03"
"2094",2017-03-29 05:00:00,2017-03-29,14.8,1,"2017-03"
"2095",NA,NA,NA,NA,NA
"2096",2017-03-29 07:00:00,2017-03-29,14.01,1,"2017-03"
"2097",2017-03-29 08:00:00,2017-03-29,13.42,1,"2017-03"
"2098",2017-03-29 09:00:00,2017-03-29,13.23,1,"2017-03"
"2099",2017-03-29 10:00:00,2017-03-29,13.185,1,"2017-03"
"2100",2017-03-29 11:00:00,2017-03-29,13.465,1,"2017-03"
"2101",2017-03-29 12:00:00,2017-03-29,14.11,1,"2017-03"
"2102",2017-03-29 13:00:00,2017-03-29,14.27,1,"2017-03"
"2103",2017-03-29 14:00:00,2017-03-29,14.23,1,"2017-03"
"2104",2017-03-29 15:00:00,2017-03-29,13.85,1,"2017-03"
"2105",2017-03-29 16:00:00,2017-03-29,13.845,1,"2017-03"
"2106",2017-03-29 17:00:00,2017-03-29,13.95,1,"2017-03"
"2107",2017-03-29 18:00:00,2017-03-29,13.97,1,"2017-03"
"2108",2017-03-29 19:00:00,2017-03-29,13.955,1,"2017-03"
"2109",2017-03-29 20:00:00,2017-03-29,13.91,1,"2017-03"
"2110",2017-03-29 21:00:00,2017-03-29,13.18,1,"2017-03"
"2111",2017-03-29 22:00:00,2017-03-29,13.075,1,"2017-03"
"2112",2017-03-29 23:00:00,2017-03-29,13.19,1,"2017-03"
"2113",NA,NA,NA,NA,NA
"2114",2017-03-30 01:00:00,2017-03-30,14.8,1,"2017-03"
"2115",2017-03-30 02:00:00,2017-03-30,14.65,1,"2017-03"
"2116",2017-03-30 03:00:00,2017-03-30,14.655,1,"2017-03"
"2117",2017-03-30 04:00:00,2017-03-30,14.8,1,"2017-03"
"2118",2017-03-30 05:00:00,2017-03-30,14.88,1,"2017-03"
"2119",2017-03-30 06:00:00,2017-03-30,14.72,1,"2017-03"
"2120",2017-03-30 07:00:00,2017-03-30,14.14,1,"2017-03"
"2121",2017-03-30 08:00:00,2017-03-30,13.67,1,"2017-03"
"2122",2017-03-30 09:00:00,2017-03-30,13.05,1,"2017-03"
"2123",2017-03-30 10:00:00,2017-03-30,12.915,1,"2017-03"
"2124",2017-03-30 11:00:00,2017-03-30,12.92,1,"2017-03"
"2125",NA,NA,NA,NA,NA
"2126",2017-03-30 13:00:00,2017-03-30,14.325,1,"2017-03"
"2127",2017-03-30 14:00:00,2017-03-30,14.41,1,"2017-03"
"2128",2017-03-30 15:00:00,2017-03-30,14.47,1,"2017-03"
"2129",2017-03-30 16:00:00,2017-03-30,13.97,1,"2017-03"
"2130",2017-03-30 17:00:00,2017-03-30,14.015,1,"2017-03"
"2131",2017-03-30 18:00:00,2017-03-30,14.13,1,"2017-03"
"2132",2017-03-30 19:00:00,2017-03-30,14.115,1,"2017-03"
"2133",2017-03-30 20:00:00,2017-03-30,14.035,1,"2017-03"
"2134",2017-03-30 21:00:00,2017-03-30,14.025,1,"2017-03"
"2135",2017-03-30 22:00:00,2017-03-30,13.64,1,"2017-03"
"2136",2017-03-30 23:00:00,2017-03-30,13.3,1,"2017-03"
"2137",2017-03-31 00:00:00,2017-03-31,13.53,1,"2017-03"
"2138",2017-03-31 01:00:00,2017-03-31,14.295,1,"2017-03"
"2139",2017-03-31 02:00:00,2017-03-31,14.495,1,"2017-03"
"2140",2017-03-31 03:00:00,2017-03-31,14.46,1,"2017-03"
"2141",2017-03-31 04:00:00,2017-03-31,14.355,1,"2017-03"
"2142",2017-03-31 05:00:00,2017-03-31,14.28,1,"2017-03"
"2143",2017-03-31 06:00:00,2017-03-31,14.3,1,"2017-03"
"2144",2017-03-31 07:00:00,2017-03-31,14.175,1,"2017-03"
"2145",NA,NA,NA,NA,NA
"2146",2017-03-31 09:00:00,2017-03-31,13.77,1,"2017-03"
"2147",NA,NA,NA,NA,NA
"2148",2017-03-31 11:00:00,2017-03-31,13.13,1,"2017-03"
"2149",2017-03-31 12:00:00,2017-03-31,13.34,1,"2017-03"
"2150",2017-03-31 13:00:00,2017-03-31,13.685,1,"2017-03"
"2151",2017-03-31 14:00:00,2017-03-31,13.67,1,"2017-03"
"2152",2017-03-31 15:00:00,2017-03-31,13.57,1,"2017-03"
"2153",2017-03-31 16:00:00,2017-03-31,13.69,1,"2017-03"
"2154",2017-03-31 17:00:00,2017-03-31,13.73,1,"2017-03"
"2155",2017-03-31 18:00:00,2017-03-31,13.85,1,"2017-03"
"2156",2017-03-31 19:00:00,2017-03-31,13.975,1,"2017-03"
"2157",2017-03-31 20:00:00,2017-03-31,13.875,1,"2017-03"
"2158",2017-03-31 21:00:00,2017-03-31,13.71,1,"2017-03"
"2159",2017-03-31 22:00:00,2017-03-31,13.7,1,"2017-03"
"2160",2017-03-31 23:00:00,2017-03-31,13.2,1,"2017-03"
"2161",2017-04-01 00:00:00,2017-04-01,13.73,1,"2017-04"
"2162",2017-04-01 01:00:00,2017-04-01,14.74,1,"2017-04"
"2163",2017-04-01 02:00:00,2017-04-01,14.35,1,"2017-04"
"2164",2017-04-01 03:00:00,2017-04-01,14.53,1,"2017-04"
"2165",2017-04-01 04:00:00,2017-04-01,14.55,1,"2017-04"
"2166",2017-04-01 05:00:00,2017-04-01,14.39,1,"2017-04"
"2167",2017-04-01 06:00:00,2017-04-01,14.37,1,"2017-04"
"2168",2017-04-01 07:00:00,2017-04-01,14.36,1,"2017-04"
"2169",2017-04-01 08:00:00,2017-04-01,14.23,1,"2017-04"
"2170",2017-04-01 09:00:00,2017-04-01,13.895,1,"2017-04"
"2171",2017-04-01 10:00:00,2017-04-01,13.06,1,"2017-04"
"2172",2017-04-01 11:00:00,2017-04-01,12.955,1,"2017-04"
"2173",2017-04-01 12:00:00,2017-04-01,13.845,1,"2017-04"
"2174",2017-04-01 13:00:00,2017-04-01,13.765,1,"2017-04"
"2175",2017-04-01 14:00:00,2017-04-01,13.645,1,"2017-04"
"2176",2017-04-01 15:00:00,2017-04-01,13.91,1,"2017-04"
"2177",2017-04-01 16:00:00,2017-04-01,13.98,1,"2017-04"
"2178",2017-04-01 17:00:00,2017-04-01,14.04,1,"2017-04"
"2179",2017-04-01 18:00:00,2017-04-01,14.13,1,"2017-04"
"2180",2017-04-01 19:00:00,2017-04-01,14.37,1,"2017-04"
"2181",2017-04-01 20:00:00,2017-04-01,14.49,1,"2017-04"
"2182",2017-04-01 21:00:00,2017-04-01,14.365,1,"2017-04"
"2183",2017-04-01 22:00:00,2017-04-01,14.07,1,"2017-04"
"2184",NA,NA,NA,NA,NA
"2185",2017-04-02 00:00:00,2017-04-02,12.495,1,"2017-04"
"2186",2017-04-02 01:00:00,2017-04-02,12.335,1,"2017-04"
"2187",NA,NA,NA,NA,NA
"2188",2017-04-02 03:00:00,2017-04-02,13.99,1,"2017-04"
"2189",2017-04-02 04:00:00,2017-04-02,14.055,1,"2017-04"
"2190",2017-04-02 05:00:00,2017-04-02,14.125,1,"2017-04"
"2191",2017-04-02 06:00:00,2017-04-02,14.245,1,"2017-04"
"2192",2017-04-02 07:00:00,2017-04-02,14.24,1,"2017-04"
"2193",2017-04-02 08:00:00,2017-04-02,14.22,1,"2017-04"
"2194",2017-04-02 09:00:00,2017-04-02,14.04,1,"2017-04"
"2195",NA,NA,NA,NA,NA
"2196",2017-04-02 11:00:00,2017-04-02,13.115,1,"2017-04"
"2197",2017-04-02 12:00:00,2017-04-02,12.36,1,"2017-04"
"2198",2017-04-02 13:00:00,2017-04-02,13.53,1,"2017-04"
"2199",2017-04-02 14:00:00,2017-04-02,13.385,1,"2017-04"
"2200",2017-04-02 15:00:00,2017-04-02,13.3,1,"2017-04"
"2201",2017-04-02 16:00:00,2017-04-02,14.285,1,"2017-04"
