"","datetime","date","air_temperature","air_temperature_qc_agg","air_temperature_qc_tests"
"3553",2017-05-29 00:00:00,2017-05-29,18.79663,1,NA
"3554",2017-05-29 01:00:00,2017-05-29,18.355955,1,NA
"3555",2017-05-29 02:00:00,2017-05-29,17.29372,1,NA
"3556",2017-05-29 03:00:00,2017-05-29,14.98603,1,NA
"3557",2017-05-29 04:00:00,2017-05-29,12.70917,1,NA
"3558",2017-05-29 05:00:00,2017-05-29,12.59935,1,NA
"3559",2017-05-29 06:00:00,2017-05-29,11.832065,1,NA
"3560",2017-05-29 07:00:00,2017-05-29,11.40007,1,NA
"3561",2017-05-29 08:00:00,2017-05-29,11.50202,1,NA
"3562",2017-05-29 09:00:00,2017-05-29,11.74768,1,NA
"3563",2017-05-29 10:00:00,2017-05-29,11.56115,1,NA
"3564",2017-05-29 11:00:00,2017-05-29,11.74812,1,NA
"3565",2017-05-29 12:00:00,2017-05-29,12.01826,1,NA
"3566",2017-05-29 13:00:00,2017-05-29,11.778875,1,NA
"3567",2017-05-29 14:00:00,2017-05-29,11.695995,1,NA
"3568",2017-05-29 15:00:00,2017-05-29,11.88285,1,NA
"3569",2017-05-29 16:00:00,2017-05-29,12.475335,1,NA
"3570",2017-05-29 17:00:00,2017-05-29,12.65617,1,NA
"3571",2017-05-29 18:00:00,2017-05-29,13.1382,1,NA
"3572",2017-05-29 19:00:00,2017-05-29,14.22322,1,NA
"3573",2017-05-29 20:00:00,2017-05-29,15.06322,1,NA
"3574",2017-05-29 21:00:00,2017-05-29,16.37526,1,NA
"3575",2017-05-29 22:00:00,2017-05-29,17.032905,1,NA
"3576",2017-05-29 23:00:00,2017-05-29,17.85328,1,NA
"3577",2017-05-30 00:00:00,2017-05-30,18.236675,1,NA
"3578",2017-05-30 01:00:00,2017-05-30,17.30448,1,NA
"3579",2017-05-30 02:00:00,2017-05-30,16.03354,1,NA
"3580",2017-05-30 03:00:00,2017-05-30,14.44813,1,NA
"3581",2017-05-30 04:00:00,2017-05-30,13.863355,1,NA
"3582",2017-05-30 05:00:00,2017-05-30,13.325405,1,NA
"3583",2017-05-30 06:00:00,2017-05-30,12.18818,1,NA
"3584",2017-05-30 07:00:00,2017-05-30,11.917835,1,NA
"3585",2017-05-30 08:00:00,2017-05-30,11.48524,1,NA
"3586",2017-05-30 09:00:00,2017-05-30,12.057595,1,NA
"3587",2017-05-30 10:00:00,2017-05-30,11.985765,1,NA
"3588",2017-05-30 11:00:00,2017-05-30,12.290245,1,NA
"3589",2017-05-30 12:00:00,2017-05-30,12.25481,1,NA
"3590",2017-05-30 13:00:00,2017-05-30,12.13519,1,NA
"3591",2017-05-30 14:00:00,2017-05-30,12.4902,1,NA
"3592",2017-05-30 15:00:00,2017-05-30,13.01221,1,NA
"3593",2017-05-30 16:00:00,2017-05-30,13.29942,1,NA
"3594",2017-05-30 17:00:00,2017-05-30,14.38934,1,NA
"3595",2017-05-30 18:00:00,2017-05-30,15.08813,1,NA
"3596",2017-05-30 19:00:00,2017-05-30,15.986465,1,NA
"3597",2017-05-30 20:00:00,2017-05-30,15.73935,1,NA
"3598",2017-05-30 21:00:00,2017-05-30,15.90036,1,NA
"3599",2017-05-30 22:00:00,2017-05-30,16.13769,1,NA
"3600",2017-05-30 23:00:00,2017-05-30,16.324195,1,NA
"3601",2017-05-31 00:00:00,2017-05-31,15.8325,1,NA
"3602",2017-05-31 01:00:00,2017-05-31,14.963515,1,NA
"3603",2017-05-31 02:00:00,2017-05-31,14.56515,1,NA
"3604",2017-05-31 03:00:00,2017-05-31,13.25144,1,NA
"3605",2017-05-31 04:00:00,2017-05-31,13.47803,1,NA
"3606",2017-05-31 05:00:00,2017-05-31,13.41026,1,NA
"3607",2017-05-31 06:00:00,2017-05-31,13.580085,1,NA
"3608",2017-05-31 07:00:00,2017-05-31,13.647805,1,NA
"3609",2017-05-31 08:00:00,2017-05-31,14.173765,1,NA
"3610",2017-05-31 09:00:00,2017-05-31,14.491055,1,NA
"3611",2017-05-31 10:00:00,2017-05-31,14.119985,1,NA
"3612",2017-05-31 11:00:00,2017-05-31,13.05791,1,NA
"3613",2017-05-31 12:00:00,2017-05-31,12.968895,1,NA
"3614",2017-05-31 13:00:00,2017-05-31,13.340505,1,NA
"3615",2017-05-31 14:00:00,2017-05-31,14.09207,1,NA
"3616",2017-05-31 15:00:00,2017-05-31,14.80936,1,NA
"3617",2017-05-31 16:00:00,2017-05-31,15.4394,1,NA
"3618",2017-05-31 17:00:00,2017-05-31,15.24529,1,NA
"3619",2017-05-31 18:00:00,2017-05-31,15.752565,1,NA
"3620",2017-05-31 19:00:00,2017-05-31,16.360295,1,NA
"3621",2017-05-31 20:00:00,2017-05-31,18.2549,1,NA
"3622",2017-05-31 21:00:00,2017-05-31,18.76275,1,NA
"3623",2017-05-31 22:00:00,2017-05-31,19.67726,1,NA
"3624",2017-05-31 23:00:00,2017-05-31,19.487175,1,NA
"3625",2017-06-01 00:00:00,2017-06-01,17.7118,1,NA
"3626",2017-06-01 01:00:00,2017-06-01,16.46318,1,NA
"3627",2017-06-01 02:00:00,2017-06-01,14.505225,1,NA
"3628",2017-06-01 03:00:00,2017-06-01,14.43503,1,NA
"3629",2017-06-01 04:00:00,2017-06-01,14.318015,1,NA
"3630",2017-06-01 05:00:00,2017-06-01,13.830845,1,NA
"3631",2017-06-01 06:00:00,2017-06-01,13.783735,1,NA
"3632",2017-06-01 07:00:00,2017-06-01,13.40348,1,NA
"3633",2017-06-01 08:00:00,2017-06-01,13.25727,1,NA
"3634",2017-06-01 09:00:00,2017-06-01,13.32577,1,NA
"3635",2017-06-01 10:00:00,2017-06-01,13.154385,1,NA
"3636",2017-06-01 11:00:00,2017-06-01,13.16249,1,NA
"3637",2017-06-01 12:00:00,2017-06-01,13.3408,1,NA
"3638",2017-06-01 13:00:00,2017-06-01,13.41,1,NA
"3639",2017-06-01 14:00:00,2017-06-01,14.5718,1,NA
"3640",2017-06-01 15:00:00,2017-06-01,15.10627,1,NA
"3641",2017-06-01 16:00:00,2017-06-01,15.476315,1,NA
"3642",2017-06-01 17:00:00,2017-06-01,15.97303,1,NA
"3643",2017-06-01 18:00:00,2017-06-01,17.15498,1,NA
"3644",2017-06-01 19:00:00,2017-06-01,17.85736,1,NA
"3645",2017-06-01 20:00:00,2017-06-01,18.7049,1,NA
"3646",2017-06-01 21:00:00,2017-06-01,19.54292,1,NA
"3647",2017-06-01 22:00:00,2017-06-01,21.3874,1,NA
"3648",2017-06-01 23:00:00,2017-06-01,20.5043,1,NA
"3649",2017-06-02 00:00:00,2017-06-02,21.131815,1,NA
"3650",2017-06-02 01:00:00,2017-06-02,20.83716,1,NA
"3651",2017-06-02 02:00:00,NA,NA,NA,NA
"3652",2017-06-02 03:00:00,2017-06-02,16.44424,1,NA
"3653",2017-06-02 04:00:00,2017-06-02,16.071245,1,NA
"3654",2017-06-02 05:00:00,2017-06-02,15.51615,1,NA
"3655",2017-06-02 06:00:00,2017-06-02,15.01319,1,NA
"3656",2017-06-02 07:00:00,2017-06-02,12.907645,1,NA
"3657",2017-06-02 08:00:00,2017-06-02,12.94684,1,NA
"3658",2017-06-02 09:00:00,2017-06-02,12.850035,1,NA
"3659",2017-06-02 10:00:00,2017-06-02,12.730005,1,NA
"3660",2017-06-02 11:00:00,2017-06-02,12.206365,1,NA
"3661",2017-06-02 12:00:00,2017-06-02,12.274255,1,NA
"3662",2017-06-02 13:00:00,2017-06-02,12.52888,1,NA
"3663",2017-06-02 14:00:00,2017-06-02,13.93008,1,NA
"3664",2017-06-02 15:00:00,2017-06-02,14.191065,1,NA
"3665",2017-06-02 16:00:00,2017-06-02,14.51161,1,NA
"3666",2017-06-02 17:00:00,2017-06-02,14.86772,1,NA
"3667",2017-06-02 18:00:00,2017-06-02,15.486305,1,NA
"3668",2017-06-02 19:00:00,2017-06-02,16.663445,1,NA
"3669",2017-06-02 20:00:00,2017-06-02,18.36461,1,NA
"3670",2017-06-02 21:00:00,2017-06-02,18.83213,1,NA
"3671",2017-06-02 22:00:00,2017-06-02,23.12394,1,NA
"3672",2017-06-02 23:00:00,2017-06-02,24.48366,1,NA
"3673",2017-06-03 00:00:00,2017-06-03,23.096285,1,NA
"3674",2017-06-03 01:00:00,2017-06-03,20.38166,1,NA
"3675",2017-06-03 02:00:00,2017-06-03,19.43854,1,NA
"3676",2017-06-03 03:00:00,2017-06-03,18.414855,1,NA
"3677",2017-06-03 04:00:00,2017-06-03,16.84961,1,NA
"3678",2017-06-03 05:00:00,2017-06-03,15.529165,1,NA
"3679",2017-06-03 06:00:00,2017-06-03,14.842945,1,NA
"3680",2017-06-03 07:00:00,2017-06-03,13.509085,1,NA
"3681",2017-06-03 08:00:00,2017-06-03,13.040625,1,NA
"3682",2017-06-03 09:00:00,2017-06-03,12.94514,1,NA
"3683",2017-06-03 10:00:00,2017-06-03,13.085875,1,NA
"3684",2017-06-03 11:00:00,2017-06-03,12.697595,1,NA
"3685",2017-06-03 12:00:00,2017-06-03,12.239225,1,NA
"3686",2017-06-03 13:00:00,2017-06-03,11.917395,1,NA
"3687",2017-06-03 14:00:00,2017-06-03,11.680225,1,NA
"3688",2017-06-03 15:00:00,2017-06-03,11.50121,1,NA
"3689",2017-06-03 16:00:00,2017-06-03,11.603575,1,NA
"3690",2017-06-03 17:00:00,2017-06-03,11.7033,1,NA
"3691",2017-06-03 18:00:00,2017-06-03,11.93816,1,NA
"3692",2017-06-03 19:00:00,NA,NA,NA,NA
"3693",2017-06-03 20:00:00,2017-06-03,14.39682,1,NA
"3694",2017-06-03 21:00:00,2017-06-03,18.87582,1,NA
"3695",2017-06-03 22:00:00,2017-06-03,18.61025,1,NA
"3696",2017-06-03 23:00:00,2017-06-03,20.72651,1,NA
"3697",2017-06-04 00:00:00,2017-06-04,21.45436,1,NA
"3698",2017-06-04 01:00:00,2017-06-04,21.54397,1,NA
"3699",2017-06-04 02:00:00,2017-06-04,18.77773,1,NA
"3700",2017-06-04 03:00:00,2017-06-04,16.23246,1,NA
"3701",2017-06-04 04:00:00,2017-06-04,15.495235,1,NA
"3702",2017-06-04 05:00:00,2017-06-04,14.60869,1,NA
"3703",2017-06-04 06:00:00,2017-06-04,13.851365,1,NA
"3704",2017-06-04 07:00:00,2017-06-04,12.62813,1,NA
"3705",2017-06-04 08:00:00,2017-06-04,12.120995,1,NA
"3706",2017-06-04 09:00:00,2017-06-04,12.036275,1,NA
"3707",2017-06-04 10:00:00,2017-06-04,11.698685,1,NA
"3708",2017-06-04 11:00:00,2017-06-04,11.51926,1,NA
"3709",2017-06-04 12:00:00,2017-06-04,11.64657,1,NA
"3710",2017-06-04 13:00:00,2017-06-04,12.06246,1,NA
"3711",2017-06-04 14:00:00,2017-06-04,12.96562,1,NA
"3712",2017-06-04 15:00:00,2017-06-04,13.23954,1,NA
"3713",2017-06-04 16:00:00,2017-06-04,13.72351,1,NA
"3714",2017-06-04 17:00:00,2017-06-04,13.88616,1,NA
"3715",2017-06-04 18:00:00,2017-06-04,15.730065,1,NA
"3716",2017-06-04 19:00:00,2017-06-04,18.1724,1,NA
"3717",2017-06-04 20:00:00,2017-06-04,18.69971,1,NA
"3718",2017-06-04 21:00:00,2017-06-04,19.474615,1,NA
"3719",2017-06-04 22:00:00,2017-06-04,19.16661,1,NA
"3720",2017-06-04 23:00:00,2017-06-04,18.403955,1,NA
"3721",2017-06-05 00:00:00,2017-06-05,18.99974,1,NA
"3722",2017-06-05 01:00:00,2017-06-05,19.89537,1,NA
"3723",2017-06-05 02:00:00,2017-06-05,17.92277,1,NA
"3724",2017-06-05 03:00:00,2017-06-05,15.57848,1,NA
"3725",2017-06-05 04:00:00,2017-06-05,14.774725,1,NA
"3726",2017-06-05 05:00:00,2017-06-05,13.5968,1,NA
"3727",2017-06-05 06:00:00,2017-06-05,13.557495,1,NA
"3728",2017-06-05 07:00:00,2017-06-05,12.221705,1,NA
"3729",2017-06-05 08:00:00,2017-06-05,11.5657,1,NA
"3730",2017-06-05 09:00:00,2017-06-05,11.58716,1,NA
"3731",2017-06-05 10:00:00,2017-06-05,10.941705,1,NA
"3732",2017-06-05 11:00:00,2017-06-05,10.84026,1,NA
"3733",2017-06-05 12:00:00,2017-06-05,10.77235,1,NA
"3734",2017-06-05 13:00:00,2017-06-05,10.899665,1,NA
"3735",2017-06-05 14:00:00,2017-06-05,13.02755,1,NA
"3736",2017-06-05 15:00:00,2017-06-05,13.147355,1,NA
"3737",2017-06-05 16:00:00,2017-06-05,13.19768,1,NA
"3738",2017-06-05 17:00:00,NA,NA,NA,NA
"3739",2017-06-05 18:00:00,2017-06-05,17.39241,1,NA
"3740",2017-06-05 19:00:00,2017-06-05,17.472265,1,NA
"3741",2017-06-05 20:00:00,2017-06-05,20.56149,1,NA
"3742",2017-06-05 21:00:00,2017-06-05,21.42405,1,NA
"3743",2017-06-05 22:00:00,2017-06-05,22.77536,1,NA
"3744",2017-06-05 23:00:00,2017-06-05,24.11131,1,NA
"3745",2017-06-06 00:00:00,2017-06-06,25.074555,1,NA
"3746",2017-06-06 01:00:00,2017-06-06,23.50286,1,NA
"3747",2017-06-06 02:00:00,2017-06-06,16.70427,1,NA
"3748",2017-06-06 03:00:00,2017-06-06,16.917645,1,NA
"3749",2017-06-06 04:00:00,2017-06-06,14.47353,1,NA
"3750",2017-06-06 05:00:00,2017-06-06,13.575725,1,NA
"3751",2017-06-06 06:00:00,2017-06-06,11.840775,1,NA
"3752",2017-06-06 07:00:00,2017-06-06,11.28985,1,NA
"3753",2017-06-06 08:00:00,2017-06-06,11.155115,1,NA
"3754",2017-06-06 09:00:00,2017-06-06,10.984545,1,NA
"3755",2017-06-06 10:00:00,2017-06-06,11.0779,1,NA
"3756",2017-06-06 11:00:00,2017-06-06,10.87421,1,NA
"3757",2017-06-06 12:00:00,2017-06-06,11.02698,1,NA
"3758",2017-06-06 13:00:00,2017-06-06,10.78084,1,NA
"3759",2017-06-06 14:00:00,2017-06-06,10.56861,1,NA
"3760",2017-06-06 15:00:00,2017-06-06,10.849345,1,NA
"3761",2017-06-06 16:00:00,2017-06-06,11.23679,1,NA
"3762",2017-06-06 17:00:00,2017-06-06,11.766055,1,NA
"3763",2017-06-06 18:00:00,2017-06-06,12.561955,1,NA
"3764",2017-06-06 19:00:00,2017-06-06,13.7751,1,NA
"3765",2017-06-06 20:00:00,2017-06-06,15.74968,1,NA
"3766",2017-06-06 21:00:00,2017-06-06,16.76118,1,NA
"3767",2017-06-06 22:00:00,2017-06-06,17.67858,1,NA
"3768",2017-06-06 23:00:00,2017-06-06,18.866055,1,NA
"3769",2017-06-07 00:00:00,2017-06-07,18.91229,1,NA
"3770",2017-06-07 01:00:00,2017-06-07,19.58903,1,NA
"3771",2017-06-07 02:00:00,2017-06-07,18.45314,1,NA
"3772",2017-06-07 03:00:00,2017-06-07,14.79966,1,NA
"3773",2017-06-07 04:00:00,2017-06-07,14.13028,1,NA
"3774",2017-06-07 05:00:00,2017-06-07,13.211515,1,NA
"3775",2017-06-07 06:00:00,2017-06-07,12.89145,1,NA
"3776",2017-06-07 07:00:00,2017-06-07,11.71417,1,NA
"3777",2017-06-07 08:00:00,2017-06-07,11.806035,1,NA
"3778",2017-06-07 09:00:00,2017-06-07,11.19672,1,NA
"3779",2017-06-07 10:00:00,2017-06-07,11.400435,1,NA
"3780",2017-06-07 11:00:00,2017-06-07,11.38346,1,NA
"3781",2017-06-07 12:00:00,2017-06-07,11.366485,1,NA
"3782",2017-06-07 13:00:00,2017-06-07,11.34951,1,NA
"3783",2017-06-07 14:00:00,2017-06-07,11.48531,1,NA
"3784",2017-06-07 15:00:00,NA,NA,NA,NA
"3785",2017-06-07 16:00:00,2017-06-07,13.063405,1,NA
"3786",2017-06-07 17:00:00,2017-06-07,13.452115,1,NA
"3787",2017-06-07 18:00:00,NA,NA,NA,NA
"3788",2017-06-07 19:00:00,2017-06-07,15.727815,1,NA
"3789",2017-06-07 20:00:00,2017-06-07,15.3013,1,NA
"3790",2017-06-07 21:00:00,2017-06-07,15.16881,1,NA
"3791",2017-06-07 22:00:00,2017-06-07,15.05373,1,NA
"3792",2017-06-07 23:00:00,2017-06-07,14.765935,1,NA
"3793",2017-06-08 00:00:00,2017-06-08,14.25711,1,NA
"3794",2017-06-08 01:00:00,2017-06-08,13.68955,1,NA
"3795",2017-06-08 02:00:00,2017-06-08,13.59202,1,NA
"3796",2017-06-08 03:00:00,2017-06-08,13.647765,1,NA
"3797",2017-06-08 04:00:00,2017-06-08,13.59687,1,NA
"3798",2017-06-08 05:00:00,2017-06-08,13.294405,1,NA
"3799",2017-06-08 06:00:00,2017-06-08,13.65106,1,NA
"3800",2017-06-08 07:00:00,2017-06-08,14.19073,1,NA
"3801",2017-06-08 08:00:00,2017-06-08,14.071595,1,NA
"3802",2017-06-08 09:00:00,2017-06-08,14.20516,1,NA
"3803",2017-06-08 10:00:00,2017-06-08,14.151135,1,NA
"3804",2017-06-08 11:00:00,2017-06-08,14.09793,1,NA
"3805",2017-06-08 12:00:00,2017-06-08,14.268755,1,NA
"3806",2017-06-08 13:00:00,2017-06-08,14.50465,1,NA
"3807",2017-06-08 14:00:00,2017-06-08,14.47636,1,NA
"3808",2017-06-08 15:00:00,NA,NA,NA,NA
"3809",2017-06-08 16:00:00,2017-06-08,13.410235,1,NA
"3810",2017-06-08 17:00:00,2017-06-08,13.69873,1,NA
"3811",2017-06-08 18:00:00,2017-06-08,13.99759,1,NA
"3812",2017-06-08 19:00:00,2017-06-08,15.3087,1,NA
"3813",2017-06-08 20:00:00,2017-06-08,15.54451,1,NA
"3814",2017-06-08 21:00:00,2017-06-08,15.473945,1,NA
"3815",2017-06-08 22:00:00,2017-06-08,15.44389,1,NA
"3816",2017-06-08 23:00:00,2017-06-08,15.74965,1,NA
"3817",2017-06-09 00:00:00,2017-06-09,15.59701,1,NA
"3818",2017-06-09 01:00:00,2017-06-09,15.3426,1,NA
"3819",2017-06-09 02:00:00,2017-06-09,14.925815,1,NA
"3820",2017-06-09 03:00:00,2017-06-09,14.792115,1,NA
"3821",2017-06-09 04:00:00,2017-06-09,14.77522,1,NA
"3822",2017-06-09 05:00:00,2017-06-09,14.63951,1,NA
"3823",2017-06-09 06:00:00,2017-06-09,14.26729,1,NA
"3824",2017-06-09 07:00:00,2017-06-09,14.23342,1,NA
"3825",2017-06-09 08:00:00,2017-06-09,14.10271,1,NA
"3826",2017-06-09 09:00:00,2017-06-09,13.79761,1,NA
"3827",2017-06-09 10:00:00,2017-06-09,13.76653,1,NA
"3828",2017-06-09 11:00:00,2017-06-09,13.953165,1,NA
"3829",2017-06-09 12:00:00,2017-06-09,14.153505,1,NA
"3830",2017-06-09 13:00:00,2017-06-09,14.300865,1,NA
"3831",2017-06-09 14:00:00,2017-06-09,14.40387,1,NA
"3832",2017-06-09 15:00:00,2017-06-09,14.57168,1,NA
"3833",2017-06-09 16:00:00,2017-06-09,14.96949,1,NA
"3834",2017-06-09 17:00:00,2017-06-09,16.29137,1,NA
"3835",2017-06-09 18:00:00,2017-06-09,16.807665,1,NA
"3836",2017-06-09 19:00:00,2017-06-09,17.72169,1,NA
"3837",2017-06-09 20:00:00,2017-06-09,17.215055,1,NA
"3838",2017-06-09 21:00:00,2017-06-09,17.456725,1,NA
"3839",2017-06-09 22:00:00,2017-06-09,17.1632,1,NA
"3840",2017-06-09 23:00:00,2017-06-09,16.592605,1,NA
"3841",2017-06-10 00:00:00,2017-06-10,16.086795,1,NA
"3842",2017-06-10 01:00:00,2017-06-10,16.273305,1,NA
"3843",2017-06-10 02:00:00,NA,NA,NA,NA
"3844",2017-06-10 03:00:00,2017-06-10,13.307,1,NA
"3845",2017-06-10 04:00:00,2017-06-10,13.21143,1,NA
"3846",2017-06-10 05:00:00,2017-06-10,13.18698,1,NA
"3847",2017-06-10 06:00:00,2017-06-10,13.4089,1,NA
"3848",2017-06-10 07:00:00,2017-06-10,12.749465,1,NA
"3849",2017-06-10 08:00:00,2017-06-10,11.96048,1,NA
"3850",2017-06-10 09:00:00,2017-06-10,12.02851,1,NA
"3851",2017-06-10 10:00:00,2017-06-10,12.88679,1,NA
"3852",2017-06-10 11:00:00,2017-06-10,11.807775,1,NA
"3853",2017-06-10 12:00:00,2017-06-10,11.72296,1,NA
"3854",2017-06-10 13:00:00,2017-06-10,13.08184,1,NA
"3855",2017-06-10 14:00:00,2017-06-10,14.98701,1,NA
"3856",2017-06-10 15:00:00,2017-06-10,15.62418,1,NA
"3857",2017-06-10 16:00:00,2017-06-10,16.20304,1,NA
"3858",2017-06-10 17:00:00,2017-06-10,16.66408,1,NA
"3859",2017-06-10 18:00:00,2017-06-10,16.81588,1,NA
"3860",2017-06-10 19:00:00,2017-06-10,17.08724,1,NA
"3861",2017-06-10 20:00:00,2017-06-10,17.409305,1,NA
"3862",2017-06-10 21:00:00,2017-06-10,17.86076,1,NA
"3863",2017-06-10 22:00:00,2017-06-10,17.73863,1,NA
"3864",2017-06-10 23:00:00,2017-06-10,17.651625,1,NA
"3865",2017-06-11 00:00:00,2017-06-11,17.275095,1,NA
"3866",2017-06-11 01:00:00,NA,NA,NA,NA
"3867",2017-06-11 02:00:00,2017-06-11,14.74758,1,NA
"3868",2017-06-11 03:00:00,2017-06-11,14.128295,1,NA
"3869",2017-06-11 04:00:00,2017-06-11,13.20633,1,NA
"3870",2017-06-11 05:00:00,2017-06-11,12.81483,1,NA
"3871",2017-06-11 06:00:00,2017-06-11,12.90222,1,NA
"3872",2017-06-11 07:00:00,2017-06-11,12.86828,1,NA
"3873",2017-06-11 08:00:00,2017-06-11,12.63067,1,NA
"3874",2017-06-11 09:00:00,2017-06-11,12.393055,1,NA
"3875",2017-06-11 10:00:00,2017-06-11,12.15592,1,NA
"3876",2017-06-11 11:00:00,2017-06-11,12.044375,1,NA
"3877",2017-06-11 12:00:00,2017-06-11,12.14691,1,NA
"3878",2017-06-11 13:00:00,2017-06-11,12.33013,1,NA
"3879",2017-06-11 14:00:00,2017-06-11,13.29285,1,NA
"3880",2017-06-11 15:00:00,2017-06-11,13.89675,1,NA
"3881",2017-06-11 16:00:00,2017-06-11,14.518885,1,NA
"3882",2017-06-11 17:00:00,2017-06-11,15.105175,1,NA
"3883",2017-06-11 18:00:00,2017-06-11,15.71576,1,NA
"3884",2017-06-11 19:00:00,2017-06-11,16.11692,1,NA
"3885",2017-06-11 20:00:00,2017-06-11,16.55651,1,NA
"3886",2017-06-11 21:00:00,2017-06-11,16.83444,1,NA
"3887",2017-06-11 22:00:00,2017-06-11,16.866755,1,NA
"3888",2017-06-11 23:00:00,2017-06-11,16.84969,1,NA
"3889",2017-06-12 00:00:00,2017-06-12,16.594685,1,NA
"3890",2017-06-12 01:00:00,2017-06-12,15.40542,1,NA
"3891",2017-06-12 02:00:00,2017-06-12,14.80479,1,NA
"3892",2017-06-12 03:00:00,2017-06-12,14.08455,1,NA
"3893",2017-06-12 04:00:00,2017-06-12,14.04239,1,NA
"3894",2017-06-12 05:00:00,2017-06-12,13.27352,1,NA
"3895",2017-06-12 06:00:00,2017-06-12,12.5287,1,NA
"3896",2017-06-12 07:00:00,2017-06-12,12.5798,1,NA
"3897",2017-06-12 08:00:00,2017-06-12,12.51307,1,NA
"3898",2017-06-12 09:00:00,2017-06-12,12.333125,1,NA
"3899",2017-06-12 10:00:00,2017-06-12,12.342535,1,NA
"3900",2017-06-12 11:00:00,2017-06-12,12.60548,1,NA
"3901",2017-06-12 12:00:00,2017-06-12,11.99456,1,NA
"3902",2017-06-12 13:00:00,2017-06-12,12.33406,1,NA
"3903",2017-06-12 14:00:00,2017-06-12,14.54571,1,NA
"3904",2017-06-12 15:00:00,2017-06-12,13.875865,1,NA
"3905",2017-06-12 16:00:00,2017-06-12,14.549135,1,NA
"3906",2017-06-12 17:00:00,2017-06-12,15.158025,1,NA
"3907",2017-06-12 18:00:00,2017-06-12,14.97486,1,NA
"3908",2017-06-12 19:00:00,2017-06-12,15.60454,1,NA
"3909",2017-06-12 20:00:00,2017-06-12,16.41514,1,NA
"3910",2017-06-12 21:00:00,2017-06-12,16.5107,1,NA
"3911",2017-06-12 22:00:00,2017-06-12,17.59045,1,NA
"3912",2017-06-12 23:00:00,2017-06-12,17.93228,1,NA
"3913",2017-06-13 00:00:00,2017-06-13,17.85434,1,NA
"3914",2017-06-13 01:00:00,2017-06-13,17.61771,1,NA
"3915",2017-06-13 02:00:00,NA,NA,NA,NA
"3916",2017-06-13 03:00:00,NA,NA,NA,NA
"3917",2017-06-13 04:00:00,2017-06-13,14.60638,1,NA
"3918",2017-06-13 05:00:00,2017-06-13,13.596495,1,NA
"3919",2017-06-13 06:00:00,2017-06-13,13.27732,1,NA
"3920",2017-06-13 07:00:00,2017-06-13,12.577145,1,NA
"3921",2017-06-13 08:00:00,2017-06-13,12.157555,1,NA
"3922",2017-06-13 09:00:00,2017-06-13,12.023605,1,NA
"3923",2017-06-13 10:00:00,2017-06-13,11.72289,1,NA
"3924",2017-06-13 11:00:00,2017-06-13,11.2816,1,NA
"3925",2017-06-13 12:00:00,2017-06-13,11.129745,1,NA
"3926",2017-06-13 13:00:00,2017-06-13,11.298845,1,NA
"3927",2017-06-13 14:00:00,2017-06-13,14.0978,1,NA
"3928",2017-06-13 15:00:00,2017-06-13,14.16457,1,NA
"3929",2017-06-13 16:00:00,2017-06-13,14.613315,1,NA
"3930",2017-06-13 17:00:00,2017-06-13,14.816375,1,NA
"3931",2017-06-13 18:00:00,NA,NA,NA,NA
"3932",2017-06-13 19:00:00,2017-06-13,17.5619,1,NA
"3933",2017-06-13 20:00:00,2017-06-13,17.93234,1,NA
"3934",2017-06-13 21:00:00,2017-06-13,19.03627,1,NA
"3935",2017-06-13 22:00:00,2017-06-13,21.515035,1,NA
"3936",2017-06-13 23:00:00,2017-06-13,21.91145,1,NA
"3937",2017-06-14 00:00:00,2017-06-14,22.25808,1,NA
"3938",2017-06-14 01:00:00,2017-06-14,22.35815,1,NA
"3939",2017-06-14 02:00:00,2017-06-14,18.79644,1,NA
"3940",2017-06-14 03:00:00,2017-06-14,18.010465,1,NA
"3941",2017-06-14 04:00:00,2017-06-14,16.618365,1,NA
"3942",2017-06-14 05:00:00,2017-06-14,15.37987,1,NA
"3943",2017-06-14 06:00:00,2017-06-14,14.1306,1,NA
"3944",2017-06-14 07:00:00,2017-06-14,13.49408,1,NA
"3945",2017-06-14 08:00:00,2017-06-14,12.724485,1,NA
"3946",2017-06-14 09:00:00,2017-06-14,12.332885,1,NA
"3947",2017-06-14 10:00:00,2017-06-14,12.019595,1,NA
"3948",2017-06-14 11:00:00,2017-06-14,11.884335,1,NA
"3949",2017-06-14 12:00:00,2017-06-14,11.943615,1,NA
"3950",2017-06-14 13:00:00,2017-06-14,12.18093,1,NA
"3951",2017-06-14 14:00:00,NA,NA,NA,NA
"3952",2017-06-14 15:00:00,2017-06-14,14.36962,1,NA
"3953",2017-06-14 16:00:00,2017-06-14,15.325695,1,NA
"3954",2017-06-14 17:00:00,2017-06-14,16.73302,1,NA
"3955",2017-06-14 18:00:00,2017-06-14,17.46017,1,NA
"3956",2017-06-14 19:00:00,2017-06-14,18.43399,1,NA
"3957",2017-06-14 20:00:00,2017-06-14,19.052255,1,NA
"3958",2017-06-14 21:00:00,2017-06-14,19.6102,1,NA
"3959",2017-06-14 22:00:00,NA,NA,NA,NA
"3960",2017-06-14 23:00:00,2017-06-14,23.717905,1,NA
"3961",2017-06-15 00:00:00,2017-06-15,22.144185,1,NA
"3962",2017-06-15 01:00:00,2017-06-15,21.24659,1,NA
"3963",2017-06-15 02:00:00,2017-06-15,18.43509,1,NA
"3964",2017-06-15 03:00:00,2017-06-15,17.730385,1,NA
