"","datetime","date","salinity","sea_water_practical_salinity_qc_agg","month_yr"
"1",2017-01-01,2017-01-01,20.44,3,"2017-01"
"2",2017-01-01,2017-01-01,20.37,1,"2017-01"
"3",2017-01-01,2017-01-01,20.095,1,"2017-01"
"4",2017-01-01,2017-01-01,18.145,1,"2017-01"
"5",2017-01-01,2017-01-01,17.7,1,"2017-01"
"6",2017-01-01,2017-01-01,17.27,1,"2017-01"
"7",2017-01-01,2017-01-01,17.27,1,"2017-01"
"8",NA,NA,NA,NA,NA
"9",2017-01-01,2017-01-01,24.26,2,"2017-01"
"10",2017-01-01,2017-01-01,25.595,1,"2017-01"
"11",2017-01-01,2017-01-01,26.755,1,"2017-01"
"12",2017-01-01,2017-01-01,27.03,1,"2017-01"
"13",2017-01-01,2017-01-01,27.74,1,"2017-01"
"14",NA,NA,NA,NA,NA
"15",2017-01-01,2017-01-01,22.78,3,"2017-01"
"16",2017-01-01,2017-01-01,21.32,1,"2017-01"
"17",2017-01-01,2017-01-01,21.19,1,"2017-01"
"18",2017-01-01,2017-01-01,20.06,1,"2017-01"
"19",2017-01-01,2017-01-01,19.97,1,"2017-01"
"20",2017-01-01,2017-01-01,23.62,1,"2017-01"
"21",NA,NA,NA,NA,NA
"22",NA,NA,NA,NA,NA
"23",NA,NA,NA,NA,NA
"24",NA,NA,NA,NA,NA
"25",2017-01-02,2017-01-02,25.4,1,"2017-01"
"26",2017-01-02,2017-01-02,22.61,1,"2017-01"
"27",2017-01-02,2017-01-02,21.155,1,"2017-01"
"28",2017-01-02,2017-01-02,21.175,1,"2017-01"
"29",2017-01-02,2017-01-02,19.79,1,"2017-01"
"30",2017-01-02,2017-01-02,17.04,1,"2017-01"
"31",2017-01-02,2017-01-02,17.015,1,"2017-01"
"32",2017-01-02,2017-01-02,17.645,1,"2017-01"
"33",2017-01-02,2017-01-02,18.29,1,"2017-01"
"34",2017-01-02,2017-01-02,23.05,1,"2017-01"
"35",2017-01-02,2017-01-02,24.92,1,"2017-01"
"36",2017-01-02,2017-01-02,26.625,1,"2017-01"
"37",2017-01-02,2017-01-02,26.85,1,"2017-01"
"38",2017-01-02,2017-01-02,27.585,1,"2017-01"
"39",2017-01-02,2017-01-02,27.09,1,"2017-01"
"40",NA,NA,NA,NA,NA
"41",2017-01-02,2017-01-02,21.74,1,"2017-01"
"42",2017-01-02,2017-01-02,20.88,1,"2017-01"
"43",2017-01-02,2017-01-02,20.415,1,"2017-01"
"44",2017-01-02,2017-01-02,22.665,1,"2017-01"
"45",2017-01-02,2017-01-02,22.41,1,"2017-01"
"46",2017-01-02,2017-01-02,24.575,3,"2017-01"
"47",2017-01-02,2017-01-02,27.19,1,"2017-01"
"48",2017-01-02,2017-01-02,28.07,1,"2017-01"
"49",2017-01-03,2017-01-03,27.92,1,"2017-01"
"50",2017-01-03,2017-01-03,26.165,2,"2017-01"
"51",2017-01-03,2017-01-03,22.91,1,"2017-01"
"52",2017-01-03,2017-01-03,20.745,1,"2017-01"
"53",2017-01-03,2017-01-03,20.57,1,"2017-01"
"54",2017-01-03,2017-01-03,19.08,1,"2017-01"
"55",2017-01-03,2017-01-03,17.175,1,"2017-01"
"56",2017-01-03,2017-01-03,17.375,1,"2017-01"
"57",2017-01-03,2017-01-03,18.565,1,"2017-01"
"58",2017-01-03,2017-01-03,20.26,3,"2017-01"
"59",2017-01-03,2017-01-03,25.78,1,"2017-01"
"60",2017-01-03,2017-01-03,26.57,1,"2017-01"
"61",2017-01-03,2017-01-03,26.415,1,"2017-01"
"62",2017-01-03,2017-01-03,27.005,1,"2017-01"
"63",2017-01-03,2017-01-03,27.77,1,"2017-01"
"64",2017-01-03,2017-01-03,26.31,1,"2017-01"
"65",2017-01-03,2017-01-03,23.28,2,"2017-01"
"66",2017-01-03,2017-01-03,20.86,1,"2017-01"
"67",2017-01-03,2017-01-03,19.505,1,"2017-01"
"68",2017-01-03,2017-01-03,19.46,1,"2017-01"
"69",2017-01-03,2017-01-03,21.295,1,"2017-01"
"70",2017-01-03,2017-01-03,21.865,1,"2017-01"
"71",2017-01-03,2017-01-03,25.81,3,"2017-01"
"72",2017-01-03,2017-01-03,26.98,1,"2017-01"
"73",2017-01-04,2017-01-04,27.27,1,"2017-01"
"74",2017-01-04,2017-01-04,27.26,1,"2017-01"
"75",2017-01-04,2017-01-04,26.455,1,"2017-01"
"76",NA,NA,NA,NA,NA
"77",2017-01-04,2017-01-04,23.23,1,"2017-01"
"78",2017-01-04,2017-01-04,20.165,1,"2017-01"
"79",2017-01-04,2017-01-04,19.875,1,"2017-01"
"80",2017-01-04,2017-01-04,19.53,1,"2017-01"
"81",2017-01-04,2017-01-04,19.83,1,"2017-01"
"82",NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA
"84",2017-01-04,2017-01-04,25.9,1,"2017-01"
"85",2017-01-04,2017-01-04,27.375,1,"2017-01"
"86",2017-01-04,2017-01-04,27.38,1,"2017-01"
"87",2017-01-04,2017-01-04,28.39,1,"2017-01"
"88",2017-01-04,2017-01-04,27.89,1,"2017-01"
"89",NA,NA,NA,NA,NA
"90",2017-01-04,2017-01-04,20.72,1,"2017-01"
"91",2017-01-04,2017-01-04,19.37,1,"2017-01"
"92",2017-01-04,2017-01-04,17.885,1,"2017-01"
"93",2017-01-04,2017-01-04,17.06,1,"2017-01"
"94",2017-01-04,2017-01-04,16.675,1,"2017-01"
"95",2017-01-04,2017-01-04,16.54,1,"2017-01"
"96",2017-01-04,2017-01-04,17.74,2,"2017-01"
"97",2017-01-05,2017-01-05,18.25,1,"2017-01"
"98",2017-01-05,2017-01-05,18.155,1,"2017-01"
"99",2017-01-05,2017-01-05,16.985,1,"2017-01"
"100",2017-01-05,2017-01-05,19.03,1,"2017-01"
"101",2017-01-05,2017-01-05,17.52,1,"2017-01"
"102",2017-01-05,2017-01-05,16.08,1,"2017-01"
"103",2017-01-05,2017-01-05,15.855,1,"2017-01"
"104",2017-01-05,2017-01-05,15.89,1,"2017-01"
"105",2017-01-05,2017-01-05,15.25,1,"2017-01"
"106",2017-01-05,2017-01-05,14.315,1,"2017-01"
"107",2017-01-05,2017-01-05,16.15,1,"2017-01"
"108",NA,NA,NA,NA,NA
"109",2017-01-05,2017-01-05,25.56,3,"2017-01"
"110",2017-01-05,2017-01-05,27.48,1,"2017-01"
"111",2017-01-05,2017-01-05,28.895,1,"2017-01"
"112",2017-01-05,2017-01-05,29.615,1,"2017-01"
"113",2017-01-05,2017-01-05,28.52,3,"2017-01"
"114",NA,NA,NA,NA,NA
"115",2017-01-05,2017-01-05,19.8,1,"2017-01"
"116",2017-01-05,2017-01-05,18.195,1,"2017-01"
"117",2017-01-05,2017-01-05,16.485,1,"2017-01"
"118",2017-01-05,2017-01-05,16.04,1,"2017-01"
"119",2017-01-05,2017-01-05,15.215,1,"2017-01"
"120",2017-01-05,2017-01-05,15.155,1,"2017-01"
"121",2017-01-06,2017-01-06,15.955,1,"2017-01"
"122",NA,NA,NA,NA,NA
"123",2017-01-06,2017-01-06,17.855,1,"2017-01"
"124",2017-01-06,2017-01-06,15.62,1,"2017-01"
"125",2017-01-06,2017-01-06,16.19,1,"2017-01"
"126",2017-01-06,2017-01-06,20.29,1,"2017-01"
"127",2017-01-06,2017-01-06,16.355,1,"2017-01"
"128",2017-01-06,2017-01-06,15.5,1,"2017-01"
"129",2017-01-06,2017-01-06,14.92,1,"2017-01"
"130",2017-01-06,2017-01-06,14.79,1,"2017-01"
"131",2017-01-06,2017-01-06,14.78,1,"2017-01"
"132",2017-01-06,2017-01-06,14.945,1,"2017-01"
"133",NA,NA,NA,NA,NA
"134",2017-01-06,2017-01-06,26.155,3,"2017-01"
"135",2017-01-06,2017-01-06,28.84,1,"2017-01"
"136",2017-01-06,2017-01-06,28.79,1,"2017-01"
"137",2017-01-06,2017-01-06,29.32,1,"2017-01"
"138",2017-01-06,2017-01-06,26.78,2,"2017-01"
"139",NA,NA,NA,NA,NA
"140",2017-01-06,2017-01-06,19.295,1,"2017-01"
"141",2017-01-06,2017-01-06,17.27,1,"2017-01"
"142",2017-01-06,2017-01-06,16.66,1,"2017-01"
"143",2017-01-06,2017-01-06,15.845,1,"2017-01"
"144",2017-01-06,2017-01-06,15.23,1,"2017-01"
"145",2017-01-07,2017-01-07,14.735,1,"2017-01"
"146",2017-01-07,2017-01-07,15.63,1,"2017-01"
"147",NA,NA,NA,NA,NA
"148",2017-01-07,2017-01-07,18.03,3,"2017-01"
"149",2017-01-07,2017-01-07,17.085,3,"2017-01"
"150",2017-01-07,2017-01-07,16.215,1,"2017-01"
"151",2017-01-07,2017-01-07,16.17,1,"2017-01"
"152",2017-01-07,2017-01-07,16.455,1,"2017-01"
"153",2017-01-07,2017-01-07,16.42,1,"2017-01"
"154",2017-01-07,2017-01-07,15.745,1,"2017-01"
"155",2017-01-07,2017-01-07,15.66,1,"2017-01"
"156",2017-01-07,2017-01-07,15.67,1,"2017-01"
"157",2017-01-07,2017-01-07,16.29,1,"2017-01"
"158",NA,NA,NA,NA,NA
"159",2017-01-07,2017-01-07,26.54,1,"2017-01"
"160",2017-01-07,2017-01-07,28.49,1,"2017-01"
"161",2017-01-07,2017-01-07,28.78,1,"2017-01"
"162",2017-01-07,2017-01-07,29.775,1,"2017-01"
"163",2017-01-07,2017-01-07,28.56,3,"2017-01"
"164",2017-01-07,2017-01-07,26.88,1,"2017-01"
"165",2017-01-07,2017-01-07,24.28,1,"2017-01"
"166",2017-01-07,2017-01-07,19.885,3,"2017-01"
"167",2017-01-07,2017-01-07,17.98,1,"2017-01"
"168",2017-01-07,2017-01-07,17.23,1,"2017-01"
"169",2017-01-08,2017-01-08,16.475,1,"2017-01"
"170",2017-01-08,2017-01-08,16.165,1,"2017-01"
"171",2017-01-08,2017-01-08,16.035,1,"2017-01"
"172",NA,NA,NA,NA,NA
"173",2017-01-08,2017-01-08,22.1,1,"2017-01"
"174",2017-01-08,2017-01-08,23.645,1,"2017-01"
"175",2017-01-08,2017-01-08,21.14,3,"2017-01"
"176",2017-01-08,2017-01-08,18.29,1,"2017-01"
"177",2017-01-08,2017-01-08,18.06,1,"2017-01"
"178",2017-01-08,2017-01-08,20,1,"2017-01"
"179",2017-01-08,2017-01-08,21.86,1,"2017-01"
"180",2017-01-08,2017-01-08,20.71,1,"2017-01"
"181",2017-01-08,2017-01-08,21.45,1,"2017-01"
"182",2017-01-08,2017-01-08,23.72,2,"2017-01"
"183",2017-01-08,2017-01-08,26.06,1,"2017-01"
"184",2017-01-08,2017-01-08,28.75,1,"2017-01"
"185",2017-01-08,2017-01-08,28.48,1,"2017-01"
"186",2017-01-08,2017-01-08,29.57,1,"2017-01"
"187",2017-01-08,2017-01-08,29.575,1,"2017-01"
"188",2017-01-08,2017-01-08,29.26,1,"2017-01"
"189",NA,NA,NA,NA,NA
"190",NA,NA,NA,NA,NA
"191",2017-01-08,2017-01-08,21.27,1,"2017-01"
"192",2017-01-08,2017-01-08,19.13,1,"2017-01"
"193",2017-01-09,2017-01-09,17.755,1,"2017-01"
"194",2017-01-09,2017-01-09,18.02,1,"2017-01"
"195",2017-01-09,2017-01-09,19.48,1,"2017-01"
"196",2017-01-09,2017-01-09,21.245,1,"2017-01"
"197",2017-01-09,2017-01-09,23.19,1,"2017-01"
"198",2017-01-09,2017-01-09,23.6,1,"2017-01"
"199",2017-01-09,2017-01-09,26.46,1,"2017-01"
"200",2017-01-09,2017-01-09,27.055,1,"2017-01"
"201",2017-01-09,2017-01-09,26.215,1,"2017-01"
"202",NA,NA,NA,NA,NA
"203",2017-01-09,2017-01-09,18.62,1,"2017-01"
"204",2017-01-09,2017-01-09,17.355,1,"2017-01"
"205",2017-01-09,2017-01-09,16.93,1,"2017-01"
"206",2017-01-09,2017-01-09,17.2,1,"2017-01"
"207",2017-01-09,2017-01-09,18.85,1,"2017-01"
"208",2017-01-09,2017-01-09,25.17,3,"2017-01"
"209",2017-01-09,2017-01-09,26.36,1,"2017-01"
"210",2017-01-09,2017-01-09,29.175,1,"2017-01"
"211",2017-01-09,2017-01-09,29.975,1,"2017-01"
"212",2017-01-09,2017-01-09,27.52,3,"2017-01"
"213",2017-01-09,2017-01-09,24.2,3,"2017-01"
"214",2017-01-09,2017-01-09,18.13,1,"2017-01"
"215",2017-01-09,2017-01-09,18.56,1,"2017-01"
"216",2017-01-09,2017-01-09,16.11,1,"2017-01"
"217",2017-01-10,2017-01-10,14.33,1,"2017-01"
"218",2017-01-10,2017-01-10,12.99,1,"2017-01"
"219",2017-01-10,2017-01-10,13.4,1,"2017-01"
"220",2017-01-10,2017-01-10,13.88,1,"2017-01"
"221",NA,NA,NA,NA,NA
"222",2017-01-10,2017-01-10,20.56,2,"2017-01"
"223",2017-01-10,2017-01-10,25.33,1,"2017-01"
"224",2017-01-10,2017-01-10,25.6,1,"2017-01"
"225",2017-01-10,2017-01-10,26.62,1,"2017-01"
"226",2017-01-10,2017-01-10,26.05,1,"2017-01"
"227",2017-01-10,2017-01-10,24.81,1,"2017-01"
"228",2017-01-10,2017-01-10,20.415,1,"2017-01"
"229",2017-01-10,2017-01-10,18.735,1,"2017-01"
"230",2017-01-10,2017-01-10,17.2,1,"2017-01"
"231",2017-01-10,2017-01-10,18.95,1,"2017-01"
"232",2017-01-10,2017-01-10,20.175,1,"2017-01"
"233",2017-01-10,2017-01-10,23.94,3,"2017-01"
"234",2017-01-10,2017-01-10,27.74,1,"2017-01"
"235",2017-01-10,2017-01-10,27.715,1,"2017-01"
"236",2017-01-10,2017-01-10,28.925,1,"2017-01"
"237",2017-01-10,2017-01-10,28.21,1,"2017-01"
"238",2017-01-10,2017-01-10,27.49,1,"2017-01"
"239",NA,NA,NA,NA,NA
"240",2017-01-10,2017-01-10,18.96,1,"2017-01"
"241",2017-01-11,2017-01-11,16.06,1,"2017-01"
"242",2017-01-11,2017-01-11,13.3,1,"2017-01"
"243",2017-01-11,2017-01-11,12.795,1,"2017-01"
"244",2017-01-11,2017-01-11,14.29,1,"2017-01"
"245",2017-01-11,2017-01-11,15.45,1,"2017-01"
"246",2017-01-11,2017-01-11,16.455,1,"2017-01"
"247",2017-01-11,2017-01-11,19.02,3,"2017-01"
"248",2017-01-11,2017-01-11,24.725,1,"2017-01"
"249",2017-01-11,2017-01-11,25.98,1,"2017-01"
"250",2017-01-11,2017-01-11,26.695,1,"2017-01"
"251",2017-01-11,2017-01-11,25.42,3,"2017-01"
"252",2017-01-11,2017-01-11,15.86,1,"2017-01"
"253",2017-01-11,2017-01-11,14.375,1,"2017-01"
"254",2017-01-11,2017-01-11,13.69,1,"2017-01"
"255",2017-01-11,2017-01-11,11.85,1,"2017-01"
"256",2017-01-11,2017-01-11,11.56,1,"2017-01"
"257",2017-01-11,2017-01-11,14.71,3,"2017-01"
"258",NA,NA,NA,NA,NA
"259",2017-01-11,2017-01-11,25.51,3,"2017-01"
"260",2017-01-11,2017-01-11,27.105,1,"2017-01"
"261",2017-01-11,2017-01-11,28.26,1,"2017-01"
"262",2017-01-11,2017-01-11,22.75,3,"2017-01"
"263",2017-01-11,2017-01-11,14.825,1,"2017-01"
"264",2017-01-11,2017-01-11,10.935,3,"2017-01"
"265",2017-01-12,2017-01-12,7.965,1,"2017-01"
"266",2017-01-12,2017-01-12,6.185,1,"2017-01"
"267",2017-01-12,2017-01-12,6.31,1,"2017-01"
"268",2017-01-12,2017-01-12,6.84,1,"2017-01"
"269",2017-01-12,2017-01-12,7.015,1,"2017-01"
"270",2017-01-12,2017-01-12,7.45,1,"2017-01"
"271",2017-01-12,2017-01-12,10.67,1,"2017-01"
"272",2017-01-12,2017-01-12,22.73,1,"2017-01"
"273",2017-01-12,2017-01-12,22.33,1,"2017-01"
"274",2017-01-12,2017-01-12,24.26,1,"2017-01"
"275",2017-01-12,2017-01-12,24.735,1,"2017-01"
"276",2017-01-12,2017-01-12,21.67,1,"2017-01"
"277",NA,NA,NA,NA,NA
"278",2017-01-12,2017-01-12,8.095,1,"2017-01"
"279",2017-01-12,2017-01-12,7.19,1,"2017-01"
"280",2017-01-12,2017-01-12,6.49,1,"2017-01"
"281",2017-01-12,2017-01-12,6.55,1,"2017-01"
"282",NA,NA,NA,NA,NA
"283",2017-01-12,2017-01-12,19.92,3,"2017-01"
"284",2017-01-12,2017-01-12,22.52,3,"2017-01"
"285",2017-01-12,2017-01-12,26.005,2,"2017-01"
"286",2017-01-12,2017-01-12,26.19,1,"2017-01"
"287",2017-01-12,2017-01-12,14.77,3,"2017-01"
"288",2017-01-12,2017-01-12,7.605,1,"2017-01"
"289",2017-01-13,2017-01-13,5.635,1,"2017-01"
"290",2017-01-13,2017-01-13,4.44,1,"2017-01"
"291",2017-01-13,2017-01-13,3.435,1,"2017-01"
"292",2017-01-13,2017-01-13,3.9,1,"2017-01"
"293",2017-01-13,2017-01-13,4.05,1,"2017-01"
"294",2017-01-13,2017-01-13,4.44,1,"2017-01"
"295",NA,NA,NA,NA,NA
"296",2017-01-13,2017-01-13,12.205,2,"2017-01"
"297",2017-01-13,2017-01-13,17.04,1,"2017-01"
"298",2017-01-13,2017-01-13,21.085,1,"2017-01"
"299",2017-01-13,2017-01-13,22.575,1,"2017-01"
"300",2017-01-13,2017-01-13,21.26,1,"2017-01"
"301",NA,NA,NA,NA,NA
"302",2017-01-13,2017-01-13,5.31,1,"2017-01"
"303",2017-01-13,2017-01-13,5.305,1,"2017-01"
"304",2017-01-13,2017-01-13,4.295,1,"2017-01"
"305",2017-01-13,2017-01-13,4.185,1,"2017-01"
"306",2017-01-13,2017-01-13,3.74,1,"2017-01"
"307",NA,NA,NA,NA,NA
"308",2017-01-13,2017-01-13,15.94,3,"2017-01"
"309",2017-01-13,2017-01-13,14.655,3,"2017-01"
"310",2017-01-13,2017-01-13,11.805,3,"2017-01"
"311",2017-01-13,2017-01-13,7.105,2,"2017-01"
"312",2017-01-13,2017-01-13,10.41,3,"2017-01"
"313",2017-01-14,2017-01-14,5.5,1,"2017-01"
"314",2017-01-14,2017-01-14,4.535,1,"2017-01"
"315",2017-01-14,2017-01-14,2.92,1,"2017-01"
"316",2017-01-14,2017-01-14,2.495,1,"2017-01"
"317",2017-01-14,2017-01-14,2.615,1,"2017-01"
"318",2017-01-14,2017-01-14,2.72,1,"2017-01"
"319",2017-01-14,2017-01-14,2.99,1,"2017-01"
"320",NA,NA,NA,NA,NA
"321",2017-01-14,2017-01-14,11.39,3,"2017-01"
"322",2017-01-14,2017-01-14,18.81,2,"2017-01"
"323",2017-01-14,2017-01-14,21.665,1,"2017-01"
"324",2017-01-14,2017-01-14,23.28,1,"2017-01"
"325",2017-01-14,2017-01-14,19.14,1,"2017-01"
"326",NA,NA,NA,NA,NA
"327",2017-01-14,2017-01-14,4.66,1,"2017-01"
"328",2017-01-14,2017-01-14,4.575,1,"2017-01"
"329",2017-01-14,2017-01-14,3.705,1,"2017-01"
"330",2017-01-14,2017-01-14,3.255,1,"2017-01"
"331",2017-01-14,2017-01-14,2.54,1,"2017-01"
"332",2017-01-14,2017-01-14,4.43,3,"2017-01"
"333",2017-01-14,2017-01-14,12.35,3,"2017-01"
"334",2017-01-14,2017-01-14,10.755,1,"2017-01"
"335",2017-01-14,2017-01-14,8.065,3,"2017-01"
"336",2017-01-14,2017-01-14,4.75,1,"2017-01"
"337",2017-01-15,2017-01-15,8.87,3,"2017-01"
"338",2017-01-15,2017-01-15,4.7,1,"2017-01"
"339",2017-01-15,2017-01-15,3.935,1,"2017-01"
"340",2017-01-15,2017-01-15,2.645,1,"2017-01"
"341",2017-01-15,2017-01-15,2.11,1,"2017-01"
"342",2017-01-15,2017-01-15,2.175,1,"2017-01"
"343",2017-01-15,2017-01-15,2.375,1,"2017-01"
"344",2017-01-15,2017-01-15,2.56,1,"2017-01"
"345",NA,NA,NA,NA,NA
"346",NA,NA,NA,NA,NA
"347",2017-01-15,2017-01-15,20.965,1,"2017-01"
"348",2017-01-15,2017-01-15,23.47,1,"2017-01"
"349",2017-01-15,2017-01-15,23.69,1,"2017-01"
"350",2017-01-15,2017-01-15,22.28,1,"2017-01"
"351",NA,NA,NA,NA,NA
"352",2017-01-15,2017-01-15,4.975,1,"2017-01"
"353",2017-01-15,2017-01-15,4.705,1,"2017-01"
"354",2017-01-15,2017-01-15,4.275,1,"2017-01"
"355",2017-01-15,2017-01-15,3.57,1,"2017-01"
"356",2017-01-15,2017-01-15,3.225,1,"2017-01"
"357",2017-01-15,2017-01-15,4.62,1,"2017-01"
"358",2017-01-15,2017-01-15,6.28,1,"2017-01"
"359",2017-01-15,2017-01-15,9.095,3,"2017-01"
"360",2017-01-15,2017-01-15,4.49,1,"2017-01"
"361",2017-01-16,2017-01-16,4.855,1,"2017-01"
"362",2017-01-16,2017-01-16,6.03,3,"2017-01"
"363",2017-01-16,2017-01-16,4.61,1,"2017-01"
"364",2017-01-16,2017-01-16,3.83,1,"2017-01"
"365",2017-01-16,2017-01-16,2.69,1,"2017-01"
"366",2017-01-16,2017-01-16,2.1,1,"2017-01"
"367",2017-01-16,2017-01-16,2.185,1,"2017-01"
"368",2017-01-16,2017-01-16,2.185,1,"2017-01"
"369",2017-01-16,2017-01-16,2.74,1,"2017-01"
"370",NA,NA,NA,NA,NA
"371",2017-01-16,2017-01-16,15.84,3,"2017-01"
"372",2017-01-16,2017-01-16,22.41,3,"2017-01"
"373",2017-01-16,2017-01-16,18.99,2,"2017-01"
"374",2017-01-16,2017-01-16,6.075,1,"2017-01"
"375",2017-01-16,2017-01-16,6.725,1,"2017-01"
"376",2017-01-16,2017-01-16,7.185,1,"2017-01"
"377",2017-01-16,2017-01-16,5.34,1,"2017-01"
"378",2017-01-16,2017-01-16,4.775,1,"2017-01"
"379",2017-01-16,2017-01-16,4.645,1,"2017-01"
"380",2017-01-16,2017-01-16,4.29,1,"2017-01"
"381",2017-01-16,2017-01-16,3.555,1,"2017-01"
"382",2017-01-16,2017-01-16,3.97,1,"2017-01"
"383",2017-01-16,2017-01-16,4.66,1,"2017-01"
"384",2017-01-16,2017-01-16,4.33,1,"2017-01"
"385",2017-01-17,2017-01-17,4.525,1,"2017-01"
"386",2017-01-17,2017-01-17,6.43,1,"2017-01"
"387",2017-01-17,2017-01-17,6.47,1,"2017-01"
"388",2017-01-17,2017-01-17,4.37,1,"2017-01"
"389",2017-01-17,2017-01-17,3.91,1,"2017-01"
"390",2017-01-17,2017-01-17,3.31,1,"2017-01"
"391",2017-01-17,2017-01-17,2.455,1,"2017-01"
"392",2017-01-17,2017-01-17,2.615,1,"2017-01"
"393",2017-01-17,2017-01-17,2.37,1,"2017-01"
"394",NA,NA,NA,NA,NA
"395",NA,NA,NA,NA,NA
"396",2017-01-17,2017-01-17,20.235,1,"2017-01"
"397",2017-01-17,2017-01-17,16.4,1,"2017-01"
"398",2017-01-17,2017-01-17,17.41,3,"2017-01"
"399",2017-01-17,2017-01-17,7.98,1,"2017-01"
"400",2017-01-17,2017-01-17,7.45,1,"2017-01"
"401",2017-01-17,2017-01-17,7.36,1,"2017-01"
"402",2017-01-17,2017-01-17,6.105,1,"2017-01"
"403",2017-01-17,2017-01-17,5.36,1,"2017-01"
"404",2017-01-17,2017-01-17,5.64,1,"2017-01"
"405",2017-01-17,2017-01-17,5.12,1,"2017-01"
"406",2017-01-17,2017-01-17,4.68,1,"2017-01"
"407",2017-01-17,2017-01-17,4.66,1,"2017-01"
"408",2017-01-17,2017-01-17,4.715,1,"2017-01"
"409",2017-01-18,2017-01-18,5.98,3,"2017-01"
"410",2017-01-18,2017-01-18,5.83,1,"2017-01"
"411",2017-01-18,2017-01-18,10.18,2,"2017-01"
"412",2017-01-18,2017-01-18,6.56,1,"2017-01"
"413",2017-01-18,2017-01-18,4.585,1,"2017-01"
"414",2017-01-18,2017-01-18,4.345,1,"2017-01"
"415",2017-01-18,2017-01-18,3.92,1,"2017-01"
"416",2017-01-18,2017-01-18,3.92,1,"2017-01"
"417",2017-01-18,2017-01-18,2.775,1,"2017-01"
"418",2017-01-18,2017-01-18,2.75,1,"2017-01"
"419",2017-01-18,2017-01-18,3.54,2,"2017-01"
"420",2017-01-18,2017-01-18,9.055,3,"2017-01"
"421",2017-01-18,2017-01-18,8.9,3,"2017-01"
"422",2017-01-18,2017-01-18,10.185,3,"2017-01"
"423",2017-01-18,2017-01-18,12.575,3,"2017-01"
"424",2017-01-18,2017-01-18,9.4,1,"2017-01"
"425",2017-01-18,2017-01-18,9.84,1,"2017-01"
"426",2017-01-18,2017-01-18,8.17,1,"2017-01"
"427",2017-01-18,2017-01-18,5.875,1,"2017-01"
"428",2017-01-18,2017-01-18,5.38,1,"2017-01"
"429",2017-01-18,2017-01-18,5.37,1,"2017-01"
"430",2017-01-18,2017-01-18,5.32,1,"2017-01"
"431",2017-01-18,2017-01-18,5.61,1,"2017-01"
"432",NA,NA,NA,NA,NA
"433",2017-01-19,2017-01-19,12.75,1,"2017-01"
"434",2017-01-19,2017-01-19,12.245,1,"2017-01"
"435",2017-01-19,2017-01-19,12.335,1,"2017-01"
"436",2017-01-19,2017-01-19,13.05,1,"2017-01"
"437",2017-01-19,2017-01-19,13.5,1,"2017-01"
"438",2017-01-19,2017-01-19,13.79,3,"2017-01"
"439",2017-01-19,2017-01-19,10.6,2,"2017-01"
"440",2017-01-19,2017-01-19,5.885,1,"2017-01"
"441",2017-01-19,2017-01-19,5.75,1,"2017-01"
"442",2017-01-19,2017-01-19,5.59,1,"2017-01"
"443",2017-01-19,2017-01-19,5.71,1,"2017-01"
"444",NA,NA,NA,NA,NA
"445",2017-01-19,2017-01-19,9.67,3,"2017-01"
"446",2017-01-19,2017-01-19,9.935,1,"2017-01"
"447",2017-01-19,2017-01-19,8.95,1,"2017-01"
"448",2017-01-19,2017-01-19,11.9,1,"2017-01"
"449",2017-01-19,2017-01-19,10.735,1,"2017-01"
"450",2017-01-19,2017-01-19,12.42,1,"2017-01"
"451",2017-01-19,2017-01-19,10.61,1,"2017-01"
"452",2017-01-19,2017-01-19,7.855,1,"2017-01"
"453",2017-01-19,2017-01-19,6.69,1,"2017-01"
"454",2017-01-19,2017-01-19,6.035,1,"2017-01"
"455",2017-01-19,2017-01-19,5.555,1,"2017-01"
"456",2017-01-19,2017-01-19,4.35,1,"2017-01"
"457",2017-01-20,2017-01-20,4.59,1,"2017-01"
"458",2017-01-20,2017-01-20,5.85,1,"2017-01"
"459",2017-01-20,2017-01-20,5.59,1,"2017-01"
"460",2017-01-20,2017-01-20,5.865,1,"2017-01"
"461",2017-01-20,2017-01-20,6.065,1,"2017-01"
"462",2017-01-20,2017-01-20,8.32,1,"2017-01"
"463",2017-01-20,2017-01-20,8.155,1,"2017-01"
"464",2017-01-20,2017-01-20,5.145,1,"2017-01"
"465",2017-01-20,2017-01-20,5.785,1,"2017-01"
"466",2017-01-20,2017-01-20,5.5,1,"2017-01"
"467",2017-01-20,2017-01-20,6.32,1,"2017-01"
"468",NA,NA,NA,NA,NA
"469",2017-01-20,2017-01-20,14.35,3,"2017-01"
"470",2017-01-20,2017-01-20,24.29,3,"2017-01"
"471",2017-01-20,2017-01-20,24.905,2,"2017-01"
"472",2017-01-20,2017-01-20,13.865,3,"2017-01"
"473",2017-01-20,2017-01-20,11.33,1,"2017-01"
"474",2017-01-20,2017-01-20,12.55,2,"2017-01"
"475",2017-01-20,2017-01-20,12.21,1,"2017-01"
"476",2017-01-20,2017-01-20,11.67,1,"2017-01"
"477",2017-01-20,2017-01-20,7.87,1,"2017-01"
"478",2017-01-20,2017-01-20,7.145,1,"2017-01"
"479",2017-01-20,2017-01-20,6.69,1,"2017-01"
"480",2017-01-20,2017-01-20,4.48,1,"2017-01"
"481",2017-01-21,2017-01-21,4.5,1,"2017-01"
